"n","k","method","alignment","path_rel","edge_rel","stress1","coordinate_rmse","coordinate_relative_rmse","alignment_scale","surface_rms","surface_mc_se","surface_forward_rms","surface_reverse_rms","surface_area","reference_area","zero_area_faces","sample_size","surface_seed","subdivisions"
500,8,"MDS + edge-KK","similarity",0.00198331429857962,0.00468044134654911,0.0387212243794025,0.281917861391538,0.302808063764067,0.857562543728927,0.225688104987137,0.00213095446512397,0.219588571597441,0.231627072444404,6.05517771500296,6.35828279568902,0,2000,1901,2
500,8,"MDS + edge-KK","similarity",0.00198331429857962,0.00468044134654911,0.0387212243794025,0.281917861391538,0.302808063764067,0.857562543728927,0.224591294541633,0.00106548131263619,0.219764907192035,0.229316124018023,6.05517771500296,6.35828279568902,0,8000,1901,2
500,9,"Original saddle","rigid",0,4.52092593533175e-17,0.0608634506542405,2.87678620804604e-16,3.08995697265083e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594232,6.84589644493833,6.35828279568902,0,2000,1901,2
500,9,"Original saddle","rigid",0,4.52092593533175e-17,0.0608634506542405,2.87678620804604e-16,3.08995697265083e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239662,6.84589644493833,6.35828279568902,0,8000,1901,2
500,9,"Original saddle","similarity",0,4.52092593533175e-17,0.0608634506542405,3.21169947754847e-16,3.44968742096775e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594235,6.84589644493833,6.35828279568902,0,2000,1901,2
500,9,"Original saddle","similarity",0,4.52092593533175e-17,0.0608634506542405,3.21169947754847e-16,3.44968742096775e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239665,6.84589644493833,6.35828279568902,0,8000,1901,2
500,9,"Metric MDS","rigid",0.03502566282075,0.160590028976755,0.0361336072889133,0.234847111069433,0.252249356009248,1,0.206897788891668,0.00203174690055591,0.223217107926321,0.189175878022361,8.08474440662054,6.35828279568902,0,2000,1901,2
500,9,"Metric MDS","rigid",0.03502566282075,0.160590028976755,0.0361336072889133,0.234847111069433,0.252249356009248,1,0.206998096760188,0.00103248424452433,0.22607238390931,0.185977690485287,8.08474440662054,6.35828279568902,0,8000,1901,2
500,9,"Metric MDS","similarity",0.03502566282075,0.160590028976755,0.0361336072889133,0.20377443972536,0.218874189926357,0.886123655223037,0.181048871817776,0.00177953116569921,0.178981835744362,0.183092573433652,6.3482636492268,6.35828279568902,0,2000,1901,2
500,9,"Metric MDS","similarity",0.03502566282075,0.160590028976755,0.0361336072889133,0.20377443972536,0.218874189926357,0.886123655223037,0.180672329321932,0.000900871465160845,0.181045543739392,0.180298342358806,6.3482636492268,6.35828279568902,0,8000,1901,2
500,9,"MDS + edge-KK","rigid",0.00193402228148231,0.00471966466484178,0.0379145141414203,0.226370599825601,0.243144732610965,1,0.202247305086357,0.00202898905256579,0.22297892246597,0.179132199688674,8.13699374194552,6.35828279568902,0,2000,1901,2
500,9,"MDS + edge-KK","rigid",0.00193402228148231,0.00471966466484178,0.0379145141414203,0.226370599825601,0.243144732610965,1,0.200132823479535,0.00101412214268264,0.220876299642402,0.176974445398373,8.13699374194552,6.35828279568902,0,8000,1901,2
500,9,"MDS + edge-KK","similarity",0.00193402228148231,0.00471966466484178,0.0379145141414203,0.196453988504911,0.211011290963511,0.890006989699135,0.17605974012997,0.00175908666266972,0.180297413758961,0.171717520309068,6.44541398113844,6.35828279568902,0,2000,1901,2
500,9,"MDS + edge-KK","similarity",0.00193402228148231,0.00471966466484178,0.0379145141414203,0.196453988504911,0.211011290963511,0.890006989699135,0.174310996042084,0.000881533538708653,0.17857929094365,0.169935527563926,6.44541398113844,6.35828279568902,0,8000,1901,2
500,10,"Original saddle","rigid",0,4.50295942988274e-17,0.0600482144420988,2.87678620804604e-16,3.08995697265083e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594232,6.84589644493833,6.35828279568902,0,2000,1901,2
500,10,"Original saddle","rigid",0,4.50295942988274e-17,0.0600482144420988,2.87678620804604e-16,3.08995697265083e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239662,6.84589644493833,6.35828279568902,0,8000,1901,2
500,10,"Original saddle","similarity",0,4.50295942988274e-17,0.0600482144420988,3.21169947754847e-16,3.44968742096775e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594235,6.84589644493833,6.35828279568902,0,2000,1901,2
500,10,"Original saddle","similarity",0,4.50295942988274e-17,0.0600482144420988,3.21169947754847e-16,3.44968742096775e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239665,6.84589644493833,6.35828279568902,0,8000,1901,2
500,10,"Metric MDS","rigid",0.0351021492193872,0.136918155846433,0.0351830513798991,0.23305987106038,0.250329680952294,1,0.205615828482593,0.00193784919598053,0.218097056796784,0.19232631557264,7.81451347356734,6.35828279568902,0,2000,1901,2
500,10,"Metric MDS","rigid",0.0351021492193872,0.136918155846433,0.0351830513798991,0.23305987106038,0.250329680952294,1,0.204854516705465,0.000976820456719079,0.219807797395136,0.188720105536104,7.81451347356734,6.35828279568902,0,8000,1901,2
500,10,"Metric MDS","similarity",0.0351021492193872,0.136918155846433,0.0351830513798991,0.205107967926284,0.220306532987216,0.891373878929762,0.18146708347747,0.00171630702886898,0.176653238591262,0.186156488113783,6.20900130047101,6.35828279568902,0,2000,1901,2
500,10,"Metric MDS","similarity",0.0351021492193872,0.136918155846433,0.0351830513798991,0.205107967926284,0.220306532987216,0.891373878929762,0.180419469846169,0.000861356547628297,0.177816118707691,0.182985786679944,6.20900130047101,6.35828279568902,0,8000,1901,2
