"case","regime","k","preparation","classical","stress"
"paraboloid-disk-rep3-n240-r8","ambient",32,1.41499999999999,0.0159999999999911,0.590000000000003
"paraboloid-disk-rep3-n240-r8","ambient",4,0.594000000000023,0.0169999999999959,0.962999999999994
"paraboloid-disk-rep3-n240-r8","ambient",64,2.29300000000001,0.0159999999999911,0.626000000000005
"paraboloid-disk-rep3-n240-r8","ambient",8,0.682999999999993,0.0159999999999911,0.77600000000001
"paraboloid-disk-rep3-n240-r8","geodesic",128,3.956,0.0150000000000006,0.549000000000007
"paraboloid-disk-rep3-n240-r8","geodesic",16,0.784000000000001,0.0140000000000011,0.52
"paraboloid-disk-rep3-n240-r8","geodesic",239,7.55199999999999,0.019999999999996,0.566999999999993
"paraboloid-disk-rep3-n240-r8","geodesic",32,1.224,0.0129999999999981,0.504999999999999
"paraboloid-disk-rep3-n240-r8","geodesic",4,0.63,0.016,1.896
"paraboloid-disk-rep3-n240-r8","geodesic",64,2.174,0.0129999999999981,0.449999999999999
"paraboloid-disk-rep3-n240-r8","geodesic",8,0.613,0.0140000000000002,0.640000000000001
"paraboloid-surface_area-rep1-n240-r1","ambient",128,4.368,0.0150000000000006,0.682999999999993
"paraboloid-surface_area-rep1-n240-r1","ambient",16,0.896000000000001,0.0160000000000053,0.688000000000002
"paraboloid-surface_area-rep1-n240-r1","ambient",239,6.157,0.0100000000000051,0.521999999999991
"paraboloid-surface_area-rep1-n240-r1","ambient",32,1.214,0.01400000000001,0.637
"paraboloid-surface_area-rep1-n240-r1","ambient",4,0.506,0.0139999999999958,0.977999999999994
"paraboloid-surface_area-rep1-n240-r1","ambient",64,2.32900000000001,0.0159999999999911,0.688000000000002
"paraboloid-surface_area-rep1-n240-r1","ambient",8,0.673999999999992,0.0159999999999911,0.659999999999997
"paraboloid-surface_area-rep1-n240-r1","geodesic",128,4.43,0.0169999999999959,0.714999999999996
"paraboloid-surface_area-rep1-n240-r1","geodesic",16,0.895,0.016,0.732000000000001
"paraboloid-surface_area-rep1-n240-r1","geodesic",239,6.153,0.0160000000000018,0.684999999999999
"paraboloid-surface_area-rep1-n240-r1","geodesic",32,1.298,0.0139999999999993,0.707
"paraboloid-surface_area-rep1-n240-r1","geodesic",4,0.65,0.0150000000000001,3.179
"paraboloid-surface_area-rep1-n240-r1","geodesic",64,2.326,0.0170000000000012,0.736999999999998
"paraboloid-surface_area-rep1-n240-r1","geodesic",8,0.898,0.0209999999999999,3.259
"paraboloid-surface_area-rep1-n240-r16","ambient",128,4.387,0.0149999999999864,3.46700000000001
"paraboloid-surface_area-rep1-n240-r16","ambient",16,0.894000000000005,0.0159999999999911,1.80800000000002
"paraboloid-surface_area-rep1-n240-r16","ambient",239,6.77000000000004,0.0120000000000005,2.90100000000001
"paraboloid-surface_area-rep1-n240-r16","ambient",32,1.48499999999999,0.0159999999999911,1.65099999999998
"paraboloid-surface_area-rep1-n240-r16","ambient",4,0.60499999999999,0.0159999999999911,1.59799999999998
"paraboloid-surface_area-rep1-n240-r16","ambient",64,2.33600000000001,0.0149999999999864,2.23699999999999
"paraboloid-surface_area-rep1-n240-r16","ambient",8,0.682999999999993,0.0150000000000148,1.43100000000001
"paraboloid-surface_area-rep1-n240-r16","geodesic",128,4.442,0.0150000000000006,1.53
"paraboloid-surface_area-rep1-n240-r16","geodesic",16,0.873000000000001,0.0149999999999988,2.106
"paraboloid-surface_area-rep1-n240-r16","geodesic",239,7.074,0.0170000000000101,1.577
"paraboloid-surface_area-rep1-n240-r16","geodesic",32,1.328,0.0150000000000006,1.719
"paraboloid-surface_area-rep1-n240-r16","geodesic",4,0.709,0.0150000000000001,3.39
"paraboloid-surface_area-rep1-n240-r16","geodesic",64,2.296,0.0150000000000006,1.665
"paraboloid-surface_area-rep1-n240-r16","geodesic",8,0.672000000000001,0.0149999999999988,2.297
"paraboloid-surface_area-rep1-n240-r2","ambient",128,4.22200000000001,0.0160000000000196,0.500999999999976
"paraboloid-surface_area-rep1-n240-r2","ambient",16,0.895999999999987,0.0149999999999864,0.504000000000019
"paraboloid-surface_area-rep1-n240-r2","ambient",239,6.63300000000001,0.0120000000000005,0.431000000000012
"paraboloid-surface_area-rep1-n240-r2","ambient",32,1.358,0.0149999999999864,0.52000000000001
"paraboloid-surface_area-rep1-n240-r2","ambient",4,0.581999999999994,0.0150000000000148,0.628000000000014
"paraboloid-surface_area-rep1-n240-r2","ambient",64,2.30500000000001,0.0149999999999864,0.481999999999999
"paraboloid-surface_area-rep1-n240-r2","ambient",8,0.635999999999996,0.0150000000000148,0.461999999999989
"paraboloid-surface_area-rep1-n240-r2","geodesic",128,4.27200000000001,0.017000000000003,0.502000000000002
"paraboloid-surface_area-rep1-n240-r2","geodesic",16,0.876,0.0150000000000006,0.479000000000001
"paraboloid-surface_area-rep1-n240-r2","geodesic",239,6.66200000000001,0.0169999999999959,0.5
"paraboloid-surface_area-rep1-n240-r2","geodesic",32,1.382,0.0159999999999982,0.538
"paraboloid-surface_area-rep1-n240-r2","geodesic",4,0.702,0.0170000000000003,1.759
"paraboloid-surface_area-rep1-n240-r2","geodesic",64,2.253,0.0150000000000006,0.568999999999999
"paraboloid-surface_area-rep1-n240-r2","geodesic",8,0.689,0.0149999999999997,0.581
"paraboloid-surface_area-rep1-n240-r32","ambient",128,4.92099999999999,0.0279999999999916,2.02599999999998
"paraboloid-surface_area-rep1-n240-r32","ambient",16,1.01599999999999,0.0150000000000148,2.02700000000002
"paraboloid-surface_area-rep1-n240-r32","ambient",239,6.88799999999998,0.0120000000000005,1.82799999999997
"paraboloid-surface_area-rep1-n240-r32","ambient",32,1.41399999999999,0.0180000000000007,2.03899999999999
"paraboloid-surface_area-rep1-n240-r32","ambient",4,0.667000000000002,0.0169999999999959,4.03
"paraboloid-surface_area-rep1-n240-r32","ambient",64,2.62800000000001,0.0160000000000196,2.18400000000003
"paraboloid-surface_area-rep1-n240-r32","ambient",8,0.710999999999984,0.0149999999999864,1.84200000000001
"paraboloid-surface_area-rep1-n240-r32","geodesic",128,4.579,0.0150000000000006,2.096
"paraboloid-surface_area-rep1-n240-r32","geodesic",16,1.007,0.016,2.473
"paraboloid-surface_area-rep1-n240-r32","geodesic",239,6.923,0.0169999999999959,1.93900000000001
"paraboloid-surface_area-rep1-n240-r32","geodesic",32,1.333,0.0150000000000006,2.299
"paraboloid-surface_area-rep1-n240-r32","geodesic",4,0.774,0.0179999999999998,3.51
"paraboloid-surface_area-rep1-n240-r32","geodesic",64,2.321,0.0150000000000006,1.965
"paraboloid-surface_area-rep1-n240-r32","geodesic",8,0.687000000000001,0.0150000000000006,1.592
"paraboloid-surface_area-rep1-n240-r4","ambient",128,4.642,0.0149999999999864,0.5
"paraboloid-surface_area-rep1-n240-r4","ambient",16,0.924000000000007,0.018999999999977,0.35499999999999
"paraboloid-surface_area-rep1-n240-r4","ambient",239,7.16500000000002,0.0120000000000005,0.668000000000006
"paraboloid-surface_area-rep1-n240-r4","ambient",32,1.37299999999999,0.0150000000000148,0.481999999999999
"paraboloid-surface_area-rep1-n240-r4","ambient",4,0.568000000000012,0.0169999999999959,1.935
"paraboloid-surface_area-rep1-n240-r4","ambient",64,2.423,0.0209999999999866,0.396999999999991
"paraboloid-surface_area-rep1-n240-r4","ambient",8,0.685000000000002,0.0149999999999864,0.449000000000012
"paraboloid-surface_area-rep1-n240-r4","geodesic",128,4.538,0.017000000000003,0.362000000000002
"paraboloid-surface_area-rep1-n240-r4","geodesic",16,0.885999999999999,0.0140000000000011,0.35
"paraboloid-surface_area-rep1-n240-r4","geodesic",239,7.006,0.0180000000000007,0.353999999999999
"paraboloid-surface_area-rep1-n240-r4","geodesic",32,1.386,0.0169999999999995,0.475999999999999
"paraboloid-surface_area-rep1-n240-r4","geodesic",4,0.691,0.016,3.342
"paraboloid-surface_area-rep1-n240-r4","geodesic",64,2.306,0.0160000000000018,0.448
"paraboloid-surface_area-rep1-n240-r4","geodesic",8,0.734,0.0190000000000001,0.529
"paraboloid-surface_area-rep1-n240-r64","ambient",128,4.51,0.0150000000000006,1.8
"paraboloid-surface_area-rep1-n240-r64","ambient",16,0.931000000000012,0.0159999999999911,1.81099999999999
"paraboloid-surface_area-rep1-n240-r64","ambient",239,5.88,0.0100000000000051,1.38500000000001
"paraboloid-surface_area-rep1-n240-r64","ambient",32,1.137,0.0130000000000052,1.596
"paraboloid-surface_area-rep1-n240-r64","ambient",4,0.593999999999994,0.0139999999999958,1.779
"paraboloid-surface_area-rep1-n240-r64","ambient",64,2.32000000000001,0.0159999999999911,1.82600000000001
"paraboloid-surface_area-rep1-n240-r64","ambient",8,0.733999999999995,0.0159999999999911,2.157
"paraboloid-surface_area-rep1-n240-r64","geodesic",128,4.544,0.0159999999999982,1.663
"paraboloid-surface_area-rep1-n240-r64","geodesic",16,0.928999999999999,0.016,1.847
"paraboloid-surface_area-rep1-n240-r64","geodesic",239,5.775,0.0139999999999993,1.541
"paraboloid-surface_area-rep1-n240-r64","geodesic",32,1.153,0.0129999999999999,1.767
"paraboloid-surface_area-rep1-n240-r64","geodesic",4,0.702,0.0139999999999998,3.036
"paraboloid-surface_area-rep1-n240-r64","geodesic",64,2.285,0.0150000000000006,1.823
"paraboloid-surface_area-rep1-n240-r64","geodesic",8,0.879,0.018,3.347
"paraboloid-surface_area-rep1-n240-r8","ambient",128,4.487,0.0150000000000006,0.843999999999994
"paraboloid-surface_area-rep1-n240-r8","ambient",16,0.885000000000005,0.0150000000000006,0.726000000000013
"paraboloid-surface_area-rep1-n240-r8","ambient",239,5.854,0.0109999999999957,0.768000000000001
"paraboloid-surface_area-rep1-n240-r8","ambient",32,1.16800000000001,0.0130000000000052,0.587999999999994
"paraboloid-surface_area-rep1-n240-r8","ambient",4,0.504999999999995,0.012999999999991,0.775999999999996
"paraboloid-surface_area-rep1-n240-r8","ambient",64,2.396,0.0149999999999864,0.793000000000006
"paraboloid-surface_area-rep1-n240-r8","ambient",8,0.683999999999997,0.0159999999999911,0.789000000000001
"paraboloid-surface_area-rep1-n240-r8","geodesic",128,4.38,0.0150000000000006,0.683
"paraboloid-surface_area-rep1-n240-r8","geodesic",16,0.94,0.0150000000000006,0.708
"paraboloid-surface_area-rep1-n240-r8","geodesic",239,5.846,0.0150000000000006,0.596
"paraboloid-surface_area-rep1-n240-r8","geodesic",32,1.174,0.0140000000000002,0.603000000000001
"paraboloid-surface_area-rep1-n240-r8","geodesic",4,0.628,0.013,1.766
"paraboloid-surface_area-rep1-n240-r8","geodesic",64,2.324,0.0150000000000006,0.682
"paraboloid-surface_area-rep1-n240-r8","geodesic",8,0.81,0.018,2.046
"paraboloid-surface_area-rep1-n480-r64","ambient",128,15.877,0.107000000000085,6.70799999999997
"paraboloid-surface_area-rep1-n480-r64","ambient",16,4.20100000000002,0.117999999999938,11.062
"paraboloid-surface_area-rep1-n480-r64","ambient",479,48.0630000000001,0.0890000000000555,6.20699999999999
"paraboloid-surface_area-rep1-n480-r64","ambient",64,9.65700000000004,0.115000000000009,7.25999999999999
"paraboloid-surface_area-rep1-n480-r64","ambient",8,3.72799999999995,0.103000000000065,9.07299999999998
"paraboloid-surface_area-rep1-n480-r64","geodesic",128,14.968,0.100000000000009,6.417
"paraboloid-surface_area-rep1-n480-r64","geodesic",16,4.232,0.251000000000001,10.889
"paraboloid-surface_area-rep1-n480-r64","geodesic",479,44.142,0.0980000000000132,6.47800000000001
"paraboloid-surface_area-rep1-n480-r64","geodesic",64,8.88,0.0959999999999965,7.14300000000001
"paraboloid-surface_area-rep1-n480-r64","geodesic",8,3.924,0.0969999999999995,9.617
"paraboloid-surface_area-rep2-n240-r1","ambient",128,4.59999999999999,0.0180000000000007,0.758999999999986
"paraboloid-surface_area-rep2-n240-r1","ambient",16,1.03,0.0149999999999864,0.733000000000004
"paraboloid-surface_area-rep2-n240-r1","ambient",239,8.02200000000002,0.0130000000000052,0.639999999999986
"paraboloid-surface_area-rep2-n240-r1","ambient",32,1.43600000000001,0.0149999999999864,0.711999999999989
"paraboloid-surface_area-rep2-n240-r1","ambient",4,0.593999999999994,0.0159999999999911,0.828000000000003
"paraboloid-surface_area-rep2-n240-r1","ambient",64,2.39100000000002,0.0150000000000148,0.73599999999999
"paraboloid-surface_area-rep2-n240-r1","ambient",8,0.71599999999998,0.0159999999999911,0.676000000000016
"paraboloid-surface_area-rep2-n240-r1","geodesic",128,4.52099999999999,0.017000000000003,0.703000000000003
"paraboloid-surface_area-rep2-n240-r1","geodesic",16,0.99,0.0140000000000011,0.66
"paraboloid-surface_area-rep2-n240-r1","geodesic",239,7.05499999999999,0.0170000000000101,0.709000000000003
"paraboloid-surface_area-rep2-n240-r1","geodesic",32,1.354,0.0150000000000006,0.677
"paraboloid-surface_area-rep2-n240-r1","geodesic",4,0.694,0.016,2.007
"paraboloid-surface_area-rep2-n240-r1","geodesic",64,2.362,0.0159999999999982,0.670000000000002
"paraboloid-surface_area-rep2-n240-r1","geodesic",8,0.67,0.0149999999999997,0.686
"paraboloid-surface_area-rep2-n240-r16","ambient",128,4.375,0.0150000000000148,1.51399999999998
"paraboloid-surface_area-rep2-n240-r16","ambient",16,0.906999999999982,0.0150000000000148,1.26300000000001
"paraboloid-surface_area-rep2-n240-r16","ambient",239,6.868,0.0110000000000241,2.245
"paraboloid-surface_area-rep2-n240-r16","ambient",32,1.38,0.0149999999999864,1.506
"paraboloid-surface_area-rep2-n240-r16","ambient",4,0.606999999999999,0.0150000000000148,2.29599999999999
"paraboloid-surface_area-rep2-n240-r16","ambient",64,2.398,0.0170000000000243,1.73099999999999
"paraboloid-surface_area-rep2-n240-r16","ambient",8,0.703000000000003,0.0159999999999911,1.482
"paraboloid-surface_area-rep2-n240-r16","geodesic",128,4.922,0.0159999999999911,1.544
"paraboloid-surface_area-rep2-n240-r16","geodesic",16,1.138,0.014999999999997,1.482
"paraboloid-surface_area-rep2-n240-r16","geodesic",239,6.937,0.0169999999999959,1.508
"paraboloid-surface_area-rep2-n240-r16","geodesic",32,1.515,0.0199999999999996,1.536
"paraboloid-surface_area-rep2-n240-r16","geodesic",4,0.841000000000001,0.0169999999999995,4.906
"paraboloid-surface_area-rep2-n240-r16","geodesic",64,2.67700000000001,0.0219999999999985,1.71
"paraboloid-surface_area-rep2-n240-r16","geodesic",8,0.728999999999999,0.0159999999999982,1.691
"paraboloid-surface_area-rep2-n240-r2","ambient",128,4.66300000000001,0.0240000000000009,0.390999999999991
"paraboloid-surface_area-rep2-n240-r2","ambient",16,1.02199999999999,0.0160000000000196,0.387
"paraboloid-surface_area-rep2-n240-r2","ambient",239,7.852,0.0109999999999957,0.363
"paraboloid-surface_area-rep2-n240-r2","ambient",32,1.36200000000002,0.0159999999999911,0.38900000000001
"paraboloid-surface_area-rep2-n240-r2","ambient",4,0.591000000000008,0.0159999999999911,0.65100000000001
"paraboloid-surface_area-rep2-n240-r2","ambient",64,2.28300000000002,0.0149999999999864,0.447000000000003
"paraboloid-surface_area-rep2-n240-r2","ambient",8,0.708999999999975,0.0149999999999864,0.496999999999986
"paraboloid-surface_area-rep2-n240-r2","geodesic",128,4.189,0.017000000000003,0.466000000000001
"paraboloid-surface_area-rep2-n240-r2","geodesic",16,1.012,0.0169999999999995,0.389000000000001
"paraboloid-surface_area-rep2-n240-r2","geodesic",239,6.773,0.0180000000000007,0.391999999999996
"paraboloid-surface_area-rep2-n240-r2","geodesic",32,1.43,0.0160000000000018,0.346
"paraboloid-surface_area-rep2-n240-r2","geodesic",4,0.696,0.0179999999999998,1.716
"paraboloid-surface_area-rep2-n240-r2","geodesic",64,2.677,0.0159999999999982,0.396000000000001
"paraboloid-surface_area-rep2-n240-r2","geodesic",8,0.689,0.016,0.353
"paraboloid-surface_area-rep2-n240-r32","ambient",128,5.20000000000005,0.0209999999999582,2.24899999999997
"paraboloid-surface_area-rep2-n240-r32","ambient",16,0.924000000000007,0.0159999999999911,2.37
"paraboloid-surface_area-rep2-n240-r32","ambient",239,7.43000000000001,0.0109999999999673,1.928
"paraboloid-surface_area-rep2-n240-r32","ambient",32,1.398,0.0150000000000148,2.315
"paraboloid-surface_area-rep2-n240-r32","ambient",4,0.669000000000011,0.0159999999999911,3.36399999999998
"paraboloid-surface_area-rep2-n240-r32","ambient",64,2.523,0.0170000000000243,2.715
"paraboloid-surface_area-rep2-n240-r32","ambient",8,0.700999999999993,0.0150000000000148,3.73600000000002
"paraboloid-surface_area-rep2-n240-r32","geodesic",128,4.73,0.0159999999999911,2.10899999999999
"paraboloid-surface_area-rep2-n240-r32","geodesic",16,0.963999999999999,0.0180000000000007,2.45
"paraboloid-surface_area-rep2-n240-r32","geodesic",239,7.04000000000001,0.0169999999999959,2.02799999999999
"paraboloid-surface_area-rep2-n240-r32","geodesic",32,1.403,0.0150000000000006,2.494
"paraboloid-surface_area-rep2-n240-r32","geodesic",4,0.902,0.0209999999999999,5.884
"paraboloid-surface_area-rep2-n240-r32","geodesic",64,2.441,0.0159999999999982,2.346
"paraboloid-surface_area-rep2-n240-r32","geodesic",8,0.795,0.0169999999999995,3.946
"paraboloid-surface_area-rep2-n240-r4","ambient",128,4.679,0.0160000000000196,0.453000000000003
"paraboloid-surface_area-rep2-n240-r4","ambient",16,1.011,0.0200000000000102,0.52200000000002
"paraboloid-surface_area-rep2-n240-r4","ambient",239,6.763,0.0120000000000005,0.40900000000002
"paraboloid-surface_area-rep2-n240-r4","ambient",32,1.636,0.018999999999977,0.496999999999986
"paraboloid-surface_area-rep2-n240-r4","ambient",4,0.631,0.0169999999999959,0.504999999999995
"paraboloid-surface_area-rep2-n240-r4","ambient",64,2.45099999999999,0.0149999999999864,0.395999999999987
"paraboloid-surface_area-rep2-n240-r4","ambient",8,0.688000000000017,0.0169999999999959,0.40300000000002
"paraboloid-surface_area-rep2-n240-r4","geodesic",128,4.386,0.017000000000003,0.363
"paraboloid-surface_area-rep2-n240-r4","geodesic",16,0.921999999999999,0.016,0.350999999999999
"paraboloid-surface_area-rep2-n240-r4","geodesic",239,7.30300000000001,0.0169999999999959,0.379999999999995
"paraboloid-surface_area-rep2-n240-r4","geodesic",32,1.372,0.0150000000000006,0.43
"paraboloid-surface_area-rep2-n240-r4","geodesic",4,0.703,0.0170000000000003,1.587
"paraboloid-surface_area-rep2-n240-r4","geodesic",64,2.3,0.0160000000000018,0.465
"paraboloid-surface_area-rep2-n240-r4","geodesic",8,0.758,0.016,0.376
"paraboloid-surface_area-rep2-n240-r64","ambient",128,5.00799999999998,0.01400000000001,1.86000000000001
"paraboloid-surface_area-rep2-n240-r64","ambient",16,0.938999999999993,0.0159999999999911,1.94999999999999
"paraboloid-surface_area-rep2-n240-r64","ambient",239,6.82599999999996,0.0109999999999673,1.63499999999999
"paraboloid-surface_area-rep2-n240-r64","ambient",32,1.58800000000002,0.0209999999999866,2.06700000000001
"paraboloid-surface_area-rep2-n240-r64","ambient",4,0.681999999999988,0.0160000000000196,2.68899999999999
"paraboloid-surface_area-rep2-n240-r64","ambient",64,2.52200000000002,0.0159999999999911,1.863
"paraboloid-surface_area-rep2-n240-r64","ambient",8,0.740999999999985,0.0159999999999911,2.34900000000002
"paraboloid-surface_area-rep2-n240-r64","geodesic",128,4.375,0.0159999999999911,2.499
"paraboloid-surface_area-rep2-n240-r64","geodesic",16,0.920000000000002,0.0160000000000018,2.54
"paraboloid-surface_area-rep2-n240-r64","geodesic",239,7.17100000000001,0.0159999999999911,2.666
"paraboloid-surface_area-rep2-n240-r64","geodesic",32,1.341,0.0160000000000018,2.699
"paraboloid-surface_area-rep2-n240-r64","geodesic",4,0.879,0.0169999999999995,3.927
"paraboloid-surface_area-rep2-n240-r64","geodesic",64,2.315,0.0160000000000053,2.561
"paraboloid-surface_area-rep2-n240-r64","geodesic",8,0.735999999999999,0.016,2.182
"paraboloid-surface_area-rep2-n240-r8","ambient",128,4.63199999999998,0.0170000000000243,0.781000000000006
"paraboloid-surface_area-rep2-n240-r8","ambient",16,0.921999999999997,0.0159999999999911,0.674000000000007
"paraboloid-surface_area-rep2-n240-r8","ambient",239,6.79999999999998,0.0120000000000005,0.780000000000001
"paraboloid-surface_area-rep2-n240-r8","ambient",32,1.405,0.0150000000000148,0.675999999999988
"paraboloid-surface_area-rep2-n240-r8","ambient",4,0.594999999999999,0.0159999999999911,1.339
"paraboloid-surface_area-rep2-n240-r8","ambient",64,2.447,0.0160000000000196,0.767000000000024
"paraboloid-surface_area-rep2-n240-r8","ambient",8,0.692000000000007,0.0159999999999911,0.725999999999999
"paraboloid-surface_area-rep2-n240-r8","geodesic",128,4.71,0.0159999999999982,0.594000000000001
"paraboloid-surface_area-rep2-n240-r8","geodesic",16,1.077,0.0169999999999995,0.687000000000001
"paraboloid-surface_area-rep2-n240-r8","geodesic",239,7.978,0.0170000000000101,0.708999999999989
"paraboloid-surface_area-rep2-n240-r8","geodesic",32,1.422,0.0150000000000006,0.628999999999998
"paraboloid-surface_area-rep2-n240-r8","geodesic",4,0.726,0.016,2.352
"paraboloid-surface_area-rep2-n240-r8","geodesic",64,2.368,0.014999999999997,0.666
"paraboloid-surface_area-rep2-n240-r8","geodesic",8,0.691,0.016,0.83
"paraboloid-surface_area-rep3-n240-r1","ambient",128,4.892,0.0190000000000055,0.807999999999993
"paraboloid-surface_area-rep3-n240-r1","ambient",16,0.927000000000021,0.0159999999999911,0.725000000000023
"paraboloid-surface_area-rep3-n240-r1","ambient",239,7.22200000000001,0.0120000000000005,0.599999999999994
"paraboloid-surface_area-rep3-n240-r1","ambient",32,1.411,0.01400000000001,0.752999999999986
"paraboloid-surface_area-rep3-n240-r1","ambient",4,0.614999999999981,0.0159999999999911,0.935000000000002
"paraboloid-surface_area-rep3-n240-r1","ambient",64,2.477,0.0139999999999816,0.746000000000009
"paraboloid-surface_area-rep3-n240-r1","ambient",8,0.685000000000002,0.0150000000000148,0.75
"paraboloid-surface_area-rep3-n240-r1","geodesic",128,4.325,0.017000000000003,0.724000000000004
"paraboloid-surface_area-rep3-n240-r1","geodesic",16,0.94,0.0150000000000006,0.706000000000001
"paraboloid-surface_area-rep3-n240-r1","geodesic",239,7.33800000000001,0.0180000000000007,0.733000000000004
"paraboloid-surface_area-rep3-n240-r1","geodesic",32,1.375,0.0159999999999982,0.712999999999997
"paraboloid-surface_area-rep3-n240-r1","geodesic",4,0.764,0.0169999999999999,2.146
"paraboloid-surface_area-rep3-n240-r1","geodesic",64,2.418,0.0159999999999982,0.727
"paraboloid-surface_area-rep3-n240-r1","geodesic",8,0.678,0.016,0.791
"paraboloid-surface_area-rep3-n240-r16","ambient",128,4.41299999999998,0.0159999999999911,1.16799999999998
"paraboloid-surface_area-rep3-n240-r16","ambient",16,0.986000000000018,0.0160000000000196,1.34800000000001
"paraboloid-surface_area-rep3-n240-r16","ambient",239,6.113,0.0099999999999909,1.12700000000001
"paraboloid-surface_area-rep3-n240-r16","ambient",32,1.489,0.0160000000000196,1.06999999999999
"paraboloid-surface_area-rep3-n240-r16","ambient",4,0.593999999999994,0.0159999999999911,1.78199999999998
"paraboloid-surface_area-rep3-n240-r16","ambient",64,2.363,0.0150000000000148,1.27700000000002
"paraboloid-surface_area-rep3-n240-r16","ambient",8,0.706000000000017,0.0159999999999911,1.852
"paraboloid-surface_area-rep3-n240-r16","geodesic",128,4.487,0.0150000000000006,1.082
"paraboloid-surface_area-rep3-n240-r16","geodesic",16,0.956000000000003,0.0190000000000019,1.212
"paraboloid-surface_area-rep3-n240-r16","geodesic",239,6.886,0.0180000000000007,1.02799999999999
"paraboloid-surface_area-rep3-n240-r16","geodesic",32,1.433,0.0150000000000006,1.067
"paraboloid-surface_area-rep3-n240-r16","geodesic",4,0.807,0.0219999999999994,6.203
"paraboloid-surface_area-rep3-n240-r16","geodesic",64,2.327,0.0159999999999982,1.005
"paraboloid-surface_area-rep3-n240-r16","geodesic",8,0.888,0.016,1.922
"paraboloid-surface_area-rep3-n240-r2","ambient",128,5.02500000000001,0.0169999999999959,0.493000000000023
"paraboloid-surface_area-rep3-n240-r2","ambient",16,0.929000000000002,0.0149999999999864,0.47999999999999
"paraboloid-surface_area-rep3-n240-r2","ambient",239,7.52000000000001,0.0110000000000241,0.385000000000019
"paraboloid-surface_area-rep3-n240-r2","ambient",32,1.369,0.01400000000001,0.441000000000003
"paraboloid-surface_area-rep3-n240-r2","ambient",4,0.591999999999985,0.0169999999999959,0.574000000000012
"paraboloid-surface_area-rep3-n240-r2","ambient",64,2.46299999999999,0.0150000000000148,0.46599999999998
"paraboloid-surface_area-rep3-n240-r2","ambient",8,0.706999999999994,0.0149999999999864,0.381
"paraboloid-surface_area-rep3-n240-r2","geodesic",128,4.578,0.0159999999999982,0.362000000000002
"paraboloid-surface_area-rep3-n240-r2","geodesic",16,0.940999999999999,0.0150000000000006,0.365
"paraboloid-surface_area-rep3-n240-r2","geodesic",239,6.90600000000001,0.0150000000000006,0.356999999999999
"paraboloid-surface_area-rep3-n240-r2","geodesic",32,1.344,0.0139999999999993,0.424
"paraboloid-surface_area-rep3-n240-r2","geodesic",4,0.705,0.016,1.76
"paraboloid-surface_area-rep3-n240-r2","geodesic",64,2.433,0.0150000000000006,0.451
"paraboloid-surface_area-rep3-n240-r2","geodesic",8,0.677,0.0149999999999997,0.494
"paraboloid-surface_area-rep3-n240-r32","ambient",128,4.01000000000002,0.01400000000001,1.654
"paraboloid-surface_area-rep3-n240-r32","ambient",16,0.984000000000009,0.01400000000001,1.875
"paraboloid-surface_area-rep3-n240-r32","ambient",239,6.25799999999998,0.0099999999999909,1.79699999999997
"paraboloid-surface_area-rep3-n240-r32","ambient",32,1.30199999999999,0.01400000000001,1.71200000000002
"paraboloid-surface_area-rep3-n240-r32","ambient",4,0.619,0.0150000000000148,2.947
"paraboloid-surface_area-rep3-n240-r32","ambient",64,2.14200000000002,0.01400000000001,1.77699999999999
"paraboloid-surface_area-rep3-n240-r32","ambient",8,0.695999999999998,0.0159999999999911,2.21600000000001
"paraboloid-surface_area-rep3-n240-r32","geodesic",128,4.336,0.017000000000003,1.435
"paraboloid-surface_area-rep3-n240-r32","geodesic",16,0.885000000000002,0.0150000000000006,2.453
"paraboloid-surface_area-rep3-n240-r32","geodesic",239,6.82599999999999,0.0169999999999959,1.514
"paraboloid-surface_area-rep3-n240-r32","geodesic",32,1.347,0.0150000000000006,1.407
"paraboloid-surface_area-rep3-n240-r32","geodesic",4,0.785,0.0170000000000003,4.506
"paraboloid-surface_area-rep3-n240-r32","geodesic",64,2.291,0.0150000000000006,1.472
"paraboloid-surface_area-rep3-n240-r32","geodesic",8,0.717,0.016,3.275
"paraboloid-surface_area-rep3-n240-r4","ambient",128,4.36999999999998,0.0159999999999911,0.481999999999999
"paraboloid-surface_area-rep3-n240-r4","ambient",16,0.985000000000014,0.0159999999999911,0.35299999999998
"paraboloid-surface_area-rep3-n240-r4","ambient",239,7.191,0.0120000000000005,0.471000000000004
"paraboloid-surface_area-rep3-n240-r4","ambient",32,1.381,0.0149999999999864,0.455999999999989
"paraboloid-surface_area-rep3-n240-r4","ambient",4,0.576999999999998,0.0149999999999864,0.739000000000004
"paraboloid-surface_area-rep3-n240-r4","ambient",64,2.363,0.0150000000000148,0.427999999999997
"paraboloid-surface_area-rep3-n240-r4","ambient",8,0.679000000000002,0.0150000000000148,0.435999999999979
"paraboloid-surface_area-rep3-n240-r4","geodesic",128,4.54,0.0159999999999982,0.344000000000001
"paraboloid-surface_area-rep3-n240-r4","geodesic",16,0.904999999999999,0.016,0.436999999999999
"paraboloid-surface_area-rep3-n240-r4","geodesic",239,7.242,0.0190000000000055,0.481999999999999
"paraboloid-surface_area-rep3-n240-r4","geodesic",32,1.364,0.0160000000000018,0.351000000000003
"paraboloid-surface_area-rep3-n240-r4","geodesic",4,0.709,0.0169999999999999,1.786
