"case","surface","sampling","replicate","n","radius","regime","k","start","initialization","initial_raw_stress","raw_stress","normalized_stress","iterations","converged","termination","backend_stress","warnings","error","selected","initialization_description"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",239,2,"random",52631.8041204297,0.00521909131713992,2.65097656553605e-08,78,TRUE,"stress_tolerance",0.00016281819818021,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",239,3,"random",53893.8265492476,0.00739274346049584,3.75505782097221e-08,89,TRUE,"stress_tolerance",0.000193779715695444,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",32,1,"supplied",1514.45962229643,1386.0315973855,0.00542512323429016,23,TRUE,"stress_tolerance",0.0736554358774027,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",32,2,"random",74881.9612527207,1386.03384201758,0.00542513202009684,72,TRUE,"stress_tolerance",0.073655495518643,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",32,3,"random",76439.2166799815,1386.03236277953,0.00542512623015041,81,TRUE,"stress_tolerance",0.0736554562143935,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",4,1,"supplied",2805.39785899246,2214.25470471378,0.00552493162047846,31,TRUE,"stress_tolerance",0.0743298837647312,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",4,2,"random",119001.918754039,2214.27339384346,0.0055249782529473,99,TRUE,"stress_tolerance",0.074330197449941,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",4,3,"random",121958.524450803,2214.26240958372,0.00552495084540298,112,TRUE,"stress_tolerance",0.0743300130862559,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",64,1,"supplied",1369.74673854394,1244.91843866752,0.00510636157186166,22,TRUE,"stress_tolerance",0.0714588103165846,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",64,2,"random",71171.4937968073,1244.92069994236,0.00510637084707728,71,TRUE,"stress_tolerance",0.0714588752155896,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",64,3,"random",72606.2846679233,1244.92017310001,0.00510636868609433,83,TRUE,"stress_tolerance",0.0714588600951222,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",8,1,"supplied",1937.50175934413,1683.83527563164,0.00568895740234482,24,TRUE,"stress_tolerance",0.0754251775095346,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",8,2,"random",87106.4615345648,1683.83637035241,0.00568896110093691,75,TRUE,"stress_tolerance",0.075425202027816,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"ambient",8,3,"random",88990.167664619,1683.83666110713,0.00568896208327245,89,TRUE,"stress_tolerance",0.0754252085398004,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",128,1,"supplied",1564.18943299716,1442.80833228515,0.00555246552871938,23,TRUE,"stress_tolerance",0.0745148678366897,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",128,2,"random",76273.4507216077,1442.80998597154,0.00555247189272245,73,TRUE,"stress_tolerance",0.0745149105395858,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",128,3,"random",77832.7343212821,1442.81007976209,0.00555247225366353,81,TRUE,"stress_tolerance",0.0745149129615241,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",16,1,"supplied",1645.17615336113,1514.93370384703,0.00558091937535883,23,TRUE,"stress_tolerance",0.0747055511682956,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",16,2,"random",79689.6757071802,1514.93392730225,0.00558092019855361,72,TRUE,"stress_tolerance",0.0747055566778911,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",16,3,"random",81228.0505034976,1514.93305393652,0.00558091698112984,82,TRUE,"stress_tolerance",0.0747055351438557,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",239,1,"supplied",1559.96963060104,1438.76639945848,0.00553939032090923,23,TRUE,"stress_tolerance",0.0744270805615081,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",239,2,"random",76224.3256597543,1438.76807223827,0.00553939676127384,73,TRUE,"stress_tolerance",0.0744271238277673,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",239,3,"random",77784.407636682,1438.76813803691,0.00553939701460499,81,TRUE,"stress_tolerance",0.0744271255296414,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",32,1,"supplied",1582.02805553089,1457.2643161874,0.00554440428213748,23,TRUE,"stress_tolerance",0.0744607566583733,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",32,2,"random",77183.9315963127,1457.26542748445,0.0055444085102518,73,TRUE,"stress_tolerance",0.0744607850499293,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",32,3,"random",78783.3926638762,1457.26521155125,0.00554440768869805,81,TRUE,"stress_tolerance",0.0744607795332419,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",4,1,"supplied",2820.36344821867,2219.02725820849,0.00552367776790572,31,TRUE,"stress_tolerance",0.0743214489088157,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",4,2,"random",119194.264507094,2219.04528452061,0.00552372263961208,99,TRUE,"stress_tolerance",0.0743217507840876,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",4,3,"random",122170.683059618,2219.03123875222,0.00552368767640992,112,TRUE,"stress_tolerance",0.074321515568575,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",64,1,"supplied",1570.85808488166,1448.7210846004,0.00556115748876978,23,TRUE,"stress_tolerance",0.074573168692029,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",64,2,"random",76490.0036536599,1448.72261509926,0.00556116336384488,73,TRUE,"stress_tolerance",0.0745732080833653,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",64,3,"random",78059.4004903939,1448.72250017044,0.00556116292267142,81,TRUE,"stress_tolerance",0.0745732051253762,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",8,1,"supplied",1959.2361501163,1706.38991679198,0.00572709429628499,24,TRUE,"stress_tolerance",0.0756775679860618,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",8,2,"random",87701.4290368985,1706.39082600484,0.005727097347843,75,TRUE,"stress_tolerance",0.0756775881476349,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r2","paraboloid","disk",2,240,2,"geodesic",8,3,"random",89608.7484523165,1706.38987877847,0.00572709416870164,90,TRUE,"stress_tolerance",0.0756775671431212,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",128,1,"supplied",25265.7450349662,1288.64483719749,2.44617663736158e-07,26,TRUE,"stress_tolerance",0.000494588378089723,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",128,2,"random",2210417584.43105,62157.2246849254,1.17990268907737e-05,615,TRUE,"stress_tolerance",0.00343497116302014,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",128,3,"random",2240275886.40252,49189.2215227645,9.33736907375272e-06,456,TRUE,"stress_tolerance",0.00305571089498969,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",16,1,"supplied",880915.143030229,292496.019385485,5.2697885726767e-05,115,TRUE,"stress_tolerance",0.00725933094208915,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",16,2,"random",2308607517.78318,290467.945161385,5.23324953739972e-05,648,TRUE,"stress_tolerance",0.00723412022114664,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",16,3,"random",2338335682.40437,324768.452221514,5.85122861459278e-05,828,TRUE,"stress_tolerance",0.00764933239870864,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",239,1,"supplied",2.7853717678699e-21,3.26016489229979e-19,6.19211685223577e-29,1,TRUE,"stress_tolerance",7.87670207039535e-15,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",239,2,"random",2209020331.1062,60262.8529516234,1.1445882022928e-05,619,TRUE,"stress_tolerance",0.00338317632158514,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",239,3,"random",2238875193.41379,46055.6501433595,8.74747065913581e-06,475,TRUE,"stress_tolerance",0.00295761232401105,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",32,1,"supplied",430195.187659317,95003.6491474425,1.78176080818237e-05,60,TRUE,"stress_tolerance",0.00422109086396272,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",32,2,"random",2230385978.03444,133585.519609037,2.50535053670059e-05,487,TRUE,"stress_tolerance",0.00500534767693635,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",32,3,"random",2260550162.6264,147539.645702839,2.76705537866708e-05,408,TRUE,"stress_tolerance",0.0052602807707077,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",4,1,"supplied",3239913.94796501,1350820.28301005,0.000181612565773041,434,TRUE,"stress_tolerance",0.0134763706454315,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",4,2,"random",3032267590.11782,1372213.38765971,0.000184488786003181,596,TRUE,"stress_tolerance",0.0135826649080064,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",4,3,"random",3075488695.1391,1385465.5839882,0.000186270492576301,634,TRUE,"stress_tolerance",0.0136480948332106,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",64,1,"supplied",152716.928403832,16177.713683023,3.06331802224994e-06,39,TRUE,"stress_tolerance",0.00175023370503916,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",64,2,"random",2214263454.36581,42884.1111534346,8.1202865335875e-06,597,TRUE,"stress_tolerance",0.00284961164610085,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",64,3,"random",2244398313.708,70356.7722827555,1.33223502865719e-05,409,TRUE,"stress_tolerance",0.00364997949125447,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",8,1,"supplied",1405393.52154985,508999.348283291,8.3565656938941e-05,221,TRUE,"stress_tolerance",0.009141425323162,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",8,2,"random",2515507586.40174,512272.498696706,8.41030308382977e-05,790,TRUE,"stress_tolerance",0.00917077046045236,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"ambient",8,3,"random",2545986469.4404,489423.549327269,8.03517736493417e-05,432,TRUE,"stress_tolerance",0.00896391508490285,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",128,1,"supplied",158156.027599817,83467.2946593713,1.57941207234216e-05,32,TRUE,"stress_tolerance",0.00397418176778898,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",128,2,"random",2198710080.51528,86861.1908094347,1.64363316125562e-05,953,TRUE,"stress_tolerance",0.00405417459078443,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",128,3,"random",2228866339.2747,183978.856565204,3.48134473868639e-05,407,TRUE,"stress_tolerance",0.00590029214419677,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",16,1,"supplied",746099.218057098,283059.440644639,5.21127445518864e-05,190,TRUE,"stress_tolerance",0.00721891574628021,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",16,2,"random",2251126096.99133,311794.100254728,5.74029478132075e-05,649,TRUE,"stress_tolerance",0.00757647330974069,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",16,3,"random",2282166595.00263,326694.247413676,6.01461439451273e-05,584,TRUE,"stress_tolerance",0.00775539450609268,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",239,1,"supplied",158194.918644185,83436.3979669482,1.57888683239808e-05,32,TRUE,"stress_tolerance",0.00397352089764048,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",239,2,"random",2198617070.24223,86821.6924391421,1.64294756603682e-05,952,TRUE,"stress_tolerance",0.00405332896029595,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",239,3,"random",2228771525.48119,184068.556265667,3.48317313340289e-05,407,TRUE,"stress_tolerance",0.00590184135114078,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",32,1,"supplied",307269.590432037,123712.297621211,2.32248056113906e-05,57,TRUE,"stress_tolerance",0.00481921213596128,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",32,2,"random",2214392536.90657,175612.755051163,3.29682026554225e-05,602,TRUE,"stress_tolerance",0.00574179437592716,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",32,3,"random",2244796414.89078,192772.197189131,3.61895857815725e-05,427,TRUE,"stress_tolerance",0.00601577806950843,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",4,1,"supplied",3712551.14228121,1440903.79141855,0.000179492902693223,321,TRUE,"stress_tolerance",0.0133974961352198,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",4,2,"random",3242421395.77557,1508664.13225313,0.000187933785655927,563,TRUE,"stress_tolerance",0.0137088943994741,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",4,3,"random",3300897728.74941,1478390.6873023,0.000184162632757927,703,TRUE,"stress_tolerance",0.0135706533651823,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",64,1,"supplied",162768.409596675,86178.8488692262,1.62882342343318e-05,34,TRUE,"stress_tolerance",0.00403586846098055,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",64,2,"random",2201222262.51094,130367.595635523,2.46401287803268e-05,572,TRUE,"stress_tolerance",0.00496388243014811,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",64,3,"random",2231578621.31414,178563.447079035,3.37493861878633e-05,397,TRUE,"stress_tolerance",0.00580942219053402,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",8,1,"supplied",1283212.95957676,533969.346501034,9.08157291775979e-05,214,TRUE,"stress_tolerance",0.00952972870430235,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",8,2,"random",2422717506.47758,543083.276455331,9.23657960492201e-05,644,TRUE,"stress_tolerance",0.00961071256719425,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r32","paraboloid","disk",2,240,32,"geodesic",8,3,"random",2451869195.59309,598220.730799998,0.000101743390763447,570,TRUE,"stress_tolerance",0.0100867928879032,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",128,1,"supplied",1872.40138795155,843.86585461224,0.000468881230333239,22,TRUE,"stress_tolerance",0.0216536655172569,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",128,2,"random",559476.029249177,843.928006478001,0.00046891576407237,94,TRUE,"stress_tolerance",0.0216544629135052,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",128,3,"random",570726.076594377,843.875172049317,0.00046888640742547,94,TRUE,"stress_tolerance",0.0216537850600183,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",16,1,"supplied",7492.20495161234,5841.47573244396,0.00277764992387633,23,TRUE,"stress_tolerance",0.0527034147269066,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",16,2,"random",635166.399772509,5841.51594064989,0.00277766904307245,79,TRUE,"stress_tolerance",0.0527035961113898,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",16,3,"random",649711.274168003,5841.47741084303,0.00277765072196319,82,TRUE,"stress_tolerance",0.0527034222983972,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",239,1,"supplied",7.60225696748093e-25,8.11701679674822e-23,4.64874053715784e-29,1,TRUE,"stress_tolerance",6.79381466341134e-15,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",239,2,"random",536778.478016887,0.134748640533082,7.71726218213565e-08,110,TRUE,"stress_tolerance",0.000277799607318694,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",239,3,"random",548076.685662554,0.0724156611422202,4.14735644765189e-08,98,TRUE,"stress_tolerance",0.000203650594108868,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",32,1,"supplied",6710.46812356262,5065.51737246685,0.00252081486388078,23,TRUE,"stress_tolerance",0.0502077171745617,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",32,2,"random",610972.066900045,5065.56930058549,0.00252084070550044,78,TRUE,"stress_tolerance",0.0502079745209907,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",32,3,"random",623790.127483774,5065.53396182107,0.00252082311944238,81,TRUE,"stress_tolerance",0.0502077993885649,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",4,1,"supplied",23731.4582776847,17484.9724511233,0.00552319325651486,34,TRUE,"stress_tolerance",0.0743181892709646,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",4,2,"random",943736.685434199,17484.9466440167,0.00552318510450675,108,TRUE,"stress_tolerance",0.0743181344256352,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",4,3,"random",962270.600422479,17485.0069913613,0.00552320416716457,107,TRUE,"stress_tolerance",0.0743182626759033,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",64,1,"supplied",5820.70350257053,4062.26259966859,0.0021059501865155,23,TRUE,"stress_tolerance",0.0458906328842337,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",64,2,"random",593172.629686203,4062.29871290205,0.00210596890826695,80,TRUE,"stress_tolerance",0.045890836866056,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",64,3,"random",605335.199065046,4062.27819429456,0.00210595827105082,83,TRUE,"stress_tolerance",0.0458907209689582,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",8,1,"supplied",10836.7173184274,8430.6891707825,0.00355779550684533,32,TRUE,"stress_tolerance",0.0596472590053002,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",8,2,"random",716925.048036583,8430.68088787105,0.0035577920114128,85,TRUE,"stress_tolerance",0.0596472297044281,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"ambient",8,3,"random",735762.361527108,8430.65328623811,0.00355778036337743,88,TRUE,"stress_tolerance",0.0596471320633059,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",128,1,"supplied",7091.08169227611,5596.95263065166,0.00274926581456837,22,TRUE,"stress_tolerance",0.052433441757798,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",128,2,"random",612393.579404875,5596.98136296865,0.00274927992810159,78,TRUE,"stress_tolerance",0.0524335763428509,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",128,3,"random",625404.630654755,5596.96194746376,0.00274927039105753,80,TRUE,"stress_tolerance",0.0524334853987176,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",16,1,"supplied",7794.72811500868,6182.3896345393,0.00290287975463506,23,TRUE,"stress_tolerance",0.0538783792873829,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",16,2,"random",639864.428030103,6182.4243680281,0.00290289606340035,79,TRUE,"stress_tolerance",0.0538785306351275,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",16,3,"random",654547.302748758,6182.40546695477,0.00290288718858876,81,TRUE,"stress_tolerance",0.0538784482756211,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",239,1,"supplied",7058.42838504983,5570.82933105833,0.00273761198477162,22,TRUE,"stress_tolerance",0.0523221939980695,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",239,2,"random",612054.993484164,5570.85889802094,0.00273762651454204,78,TRUE,"stress_tolerance",0.0523223328469026,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",239,3,"random",625054.739311082,5570.83901840515,0.00273761674531896,80,TRUE,"stress_tolerance",0.0523222394906695,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",32,1,"supplied",7291.69629229397,5753.19591437716,0.00279066515814262,22,TRUE,"stress_tolerance",0.052826746617056,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",32,2,"random",620205.570274561,5753.22522504895,0.00279067937567871,78,TRUE,"stress_tolerance",0.0528268811844758,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",32,3,"random",633507.633348872,5753.21177836177,0.002790672853182,80,TRUE,"stress_tolerance",0.0528268194498028,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",4,1,"supplied",24018.5498265028,17787.32671583,0.00558767278319406,34,TRUE,"stress_tolerance",0.074750737676588,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",4,2,"random",946785.789078296,17787.2715150483,0.0055876554425385,100,TRUE,"stress_tolerance",0.0747506216866357,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",4,3,"random",966617.731826948,17787.3381044166,0.00558767636078028,106,TRUE,"stress_tolerance",0.0747507616066907,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",64,1,"supplied",7165.93090005687,5652.05992062834,0.00276840395999751,22,TRUE,"stress_tolerance",0.0526156246755422,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",64,2,"random",614236.893626363,5652.0881803038,0.0027684178017116,78,TRUE,"stress_tolerance",0.0526157562115348,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",64,3,"random",627353.830572565,5652.06861806653,0.00276840822004122,80,TRUE,"stress_tolerance",0.0526156651582132,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",8,1,"supplied",11162.9835154023,8684.94535118633,0.00363849820689816,32,TRUE,"stress_tolerance",0.0603199652428459,"","",FALSE,"classical"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",8,2,"random",720559.856321045,8684.94157989294,0.0036384966269407,84,TRUE,"stress_tolerance",0.0603199521463727,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r4","paraboloid","disk",2,240,4,"geodesic",8,3,"random",739810.61748733,8684.9073331329,0.00363848227949578,90,TRUE,"stress_tolerance",0.0603198332184013,"","",TRUE,"Gaussian"
"paraboloid-disk-rep2-n240-r64","paraboloid","disk",2,240,64,"ambient",128,1,"supplied",55633.8565456249,9837.08848672923,1.17257739295395e-07,18,TRUE,"stress_tolerance",0.000342429174138713,"","",TRUE,"classical"
"paraboloid-disk-rep2-n240-r64","paraboloid","disk",2,240,64,"ambient",128,2,"random",35653577370.3949,397718.758274026,4.74079322692866e-06,340,TRUE,"stress_tolerance",0.00217733626868583,"","",FALSE,"Gaussian"
"paraboloid-disk-rep2-n240-r64","paraboloid","disk",2,240,64,"ambient",128,3,"random",36126023250.7589,395890.295471779,4.71899801639798e-06,454,TRUE,"stress_tolerance",0.00217232548583403,"","",FALSE,"Gaussian"
