surface,sampling,regime,radius,method,min,median,max
paraboloid,surface_area,geodesic,1,stress_uniform,7.58301669691708e-09,1.11993642255066,1.31063662910259
paraboloid,surface_area,geodesic,2,classical,1.07420032940402,1.22044680150294,1.31119400045691
paraboloid,surface_area,geodesic,2,classical_fixed_primary,0.99339473977624,0.999942675675329,1.00073248036023
paraboloid,surface_area,geodesic,2,classical_fixed_uniform,0.993394740046482,0.99994535974805,1.00067927281366
paraboloid,surface_area,geodesic,2,classical_primary,4.1448140881828903e-10,1.19611031863982,1.4954877149837
paraboloid,surface_area,geodesic,2,classical_uniform,4.35502359716073e-10,1.18393029781012,1.49738873354974
paraboloid,surface_area,geodesic,2,full_classical,1.07420032940402,1.21508804841658,1.23984518237168
paraboloid,surface_area,geodesic,2,full_classical_fixed_primary,0.99339473977624,0.999942727665791,1.00023264202316
paraboloid,surface_area,geodesic,2,full_classical_fixed_uniform,0.993394740046482,0.999945180479802,1.0002169052232
paraboloid,surface_area,geodesic,2,full_classical_primary,4.1448140881828903e-10,1.18905828975284,1.29664111094031
paraboloid,surface_area,geodesic,2,full_classical_uniform,4.35502359716073e-10,1.17750972800799,1.29693256093091
paraboloid,surface_area,geodesic,2,original,0.85020810396394,0.987067316024513,0.997845723329638
paraboloid,surface_area,geodesic,2,stress,0.993394713621811,1.12101041592851,1.23792038883966
paraboloid,surface_area,geodesic,2,stress_fixed_primary,0.99339473977626,0.999942598810397,1.00068794565575
