"case","surface","sampling","replicate","n","radius","regime","k","method","path_rel","edge_rel","raw_stress","raw_target_rmse","stress1","graph_reference","path_reference","chord_reference","procrustes","edge_scale","sigma1","sigma2","sigma3","sigma2_sigma1","sigma3_sigma2","sigma3_sigma1","max_edge_relative","package_score_difference","independent_path_difference"
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"classical_original",1.19732732593077e-16,4.25252010690778e-16,394580.642497956,0.00217796728311446,0.00133787559241605,0.00345888514317352,0.00345888514317352,0.00330193279166617,8.86882203722053e-15,1,18572.0527823238,522.399574605952,457.892316150689,0.028128262434358,0.876517398575753,0.0246549114154196,3.8968828164343e-14,0,8.88178419700125e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"classical_extended",0.000383876104920412,0.000253571800543555,142487.110678646,0.00130879387474872,0.00130813572599646,0.00345888514317352,0.00348263970944549,0.00332444816471141,0.00967540359834272,1.00180691276763,18604.2440539506,524.611585859038,479.262151056291,0.028198489782101,0.913556169888074,0.0257609043219641,0.00659978478797041,3.46944695195361e-18,0
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"classical_fixed_perturbed",0.000396648174910262,0.000334719271563949,413381.934825152,0.00222925223435092,0.00131135903772867,0.00345888514317352,0.00347111292089994,0.00333087807053232,0.010022940874738,0.999996230877674,18569.8624971938,524.98721987281,479.699380335953,0.0282709266130615,0.913735348552241,0.0258321449826806,0.0062986601511108,1.93530087788663e-17,2.22044604925031e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"classical_fixed_random",0.0187512737111082,0.0408375451589355,47340256485.2174,0.754394940521636,0.488882862713724,0.00345888514317352,0.0263500654902213,0.753608662806685,0.788513779018594,0.998179174459303,4449.47607877394,2990.40845874295,1413.37548646395,0.672081028372887,0.472636265568241,0.317649867409424,0.619359432276174,9.0205620750794e-17,1.11022302462516e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"classical_fixed_original",1.19732732593077e-16,4.25252010690778e-16,394580.642497956,0.00217796728311446,0.00133787559241605,0.00345888514317352,0.00345888514317352,0.00330193279166617,8.86882203722053e-15,1,18572.0527823238,522.399574605952,457.892316150689,0.028128262434358,0.876517398575753,0.0246549114154196,3.8968828164343e-14,0,8.88178419700125e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"classical_fixed_extended",0.000383395857265864,0.000253693693972111,400536.516446521,0.00219434304243478,0.00130801634786915,0.00345888514317352,0.0034828719358067,0.00332427842442247,0.00966629225492543,0.999999352051205,18570.6966439711,523.635751395563,478.359310846596,0.0281968825098201,0.913534474244168,0.0257588242389331,0.00660093231194492,6.39679281766448e-18,0
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_perturbed",0.000395609558226982,0.00033752071937398,142424.099588349,0.00130850445331257,0.00130809482926407,0.00345888514317352,0.00347379450903643,0.00332988297459739,0.0100956817638936,1.00176298576124,18602.780230164,525.855935517973,481.027358363179,0.028267599198173,0.914751219627032,0.0258578208424569,0.00720190464300363,1.46367293285543e-17,0
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_random",0.0153106356171868,0.0363851311945195,49649440457.2888,0.772574986534775,0.426053270650356,0.00345888514317352,0.0229068866924202,0.688832744928392,0.706284183262325,0.717158344905998,4063.47901801206,2200.44705569798,1454.58351221659,0.541518006108588,0.661039995690874,0.357965060424552,0.602056403689018,1.45716771982052e-16,5.55111512312578e-17
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_original",1.19732732593077e-16,4.25252010690778e-16,394580.642497956,0.00217796728311446,0.00133787559241605,0.00345888514317352,0.00345888514317352,0.00330193279166617,8.86882203722053e-15,1,18572.0527823238,522.399574605952,457.892316150689,0.028128262434358,0.876517398575753,0.0246549114154196,3.8968828164343e-14,0,8.88178419700125e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_extended",0.000383752042713789,0.000254288416179098,141901.413407418,0.00130610118781342,0.00130595605362528,0.00345888514317352,0.0034837401920138,0.00332403972242993,0.00973313117872978,1.00174361739785,18603.1016783258,524.506312589097,479.629269668586,0.0281945624798788,0.914439460796981,0.0257822205115072,0.00712678465967076,6.7762635780344e-18,0
