"case","surface","radius","regime","k","method","edge_scale","vertex","x","y","z","x_r2","y_r2","z_r2"
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,87,-0.416769319914898,-0.73112529411799,0.708240861721444,-0.416769319914898,-0.73112529411799,0.708240861721444
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,88,0.806730001911094,0.0287013988849583,0.651637066281428,0.806730001911094,0.0287013988849583,0.651637066281428
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,89,-0.505148346153685,-0.720748928164457,0.774653869072017,-0.505148346153685,-0.720748928164457,0.774653869072017
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,90,0.0113683742111699,0.124490800581391,0.0156271993616008,0.0113683742111699,0.124490800581391,0.0156271993616008
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,91,-0.855170193371715,-0.294428142023827,0.818003990447019,-0.855170193371715,-0.294428142023827,0.818003990447019
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,92,-0.373767983371618,-0.762220313358004,0.720682311489261,-0.373767983371618,-0.762220313358004,0.720682311489261
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,93,-0.442493247514473,-0.495015642628016,0.440840760542333,-0.442493247514473,-0.495015642628016,0.440840760542333
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,94,0.286944336562571,0.836483995870388,0.782042527632626,0.286944336562571,0.836483995870388,0.782042527632626
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,95,0.330199412369239,-0.750359907415057,0.672071642584924,0.330199412369239,-0.750359907415057,0.672071642584924
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,96,0.314320832876497,-0.68467858402363,0.567582349400777,0.314320832876497,-0.68467858402363,0.567582349400777
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,97,-0.0488955980501782,-0.0685711395232467,0.00709278068420116,-0.0488955980501782,-0.0685711395232467,0.00709278068420116
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,98,0.520366344840325,0.089941319585688,0.278870573811295,0.520366344840325,0.089941319585688,0.278870573811295
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,99,0.468598094291652,-0.851319702992865,0.944329410677629,0.468598094291652,-0.851319702992865,0.944329410677629
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,100,0.494266254168639,-0.189056222996423,0.280041385463571,0.494266254168639,-0.189056222996423,0.280041385463571
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,101,0.39514091506859,0.200584060581047,0.196370308120424,0.39514091506859,0.200584060581047,0.196370308120424
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,102,0.625457550938556,0.498549021989451,0.639748275352694,0.625457550938556,0.498549021989451,0.639748275352694
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,103,-0.925511692018103,0.171871047058905,0.886111548879337,-0.925511692018103,0.171871047058905,0.886111548879337
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,104,-0.057657181107313,-0.149799500538772,0.0257642408949069,-0.057657181107313,-0.149799500538772,0.0257642408949069
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,105,0.624591286031261,-0.183223255976137,0.423685036116681,0.624591286031261,-0.183223255976137,0.423685036116681
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,106,0.212091043469867,-0.37652372050887,0.186752722825979,0.212091043469867,-0.37652372050887,0.186752722825979
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,107,0.00526186163919789,0.376431164286461,0.14172810863397,0.00526186163919789,0.376431164286461,0.14172810863397
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,108,0.463225914686046,-0.470912566262136,0.436336893100314,0.463225914686046,-0.470912566262136,0.436336893100314
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,109,0.210226322138664,-0.898485235640516,0.851470825183942,0.210226322138664,-0.898485235640516,0.851470825183942
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,110,0.0657146651893312,-0.890099491504696,0.796595521997865,0.0657146651893312,-0.890099491504696,0.796595521997865
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,111,0.250476143595783,-0.755718434928839,0.633848651401908,0.250476143595783,-0.755718434928839,0.633848651401908
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,112,-0.10558757264913,0.175302846489366,0.0418798234852093,-0.10558757264913,0.175302846489366,0.0418798234852093
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,113,-0.0405808767775806,0.523158801079471,0.275341938706947,-0.0405808767775806,0.523158801079471,0.275341938706947
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,114,-0.728909048053224,-0.196233370935759,0.569815936202668,-0.728909048053224,-0.196233370935759,0.569815936202668
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,115,0.173597992659374,0.388325543825522,0.180932991042752,0.173597992659374,0.388325543825522,0.180932991042752
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,116,-0.121091505292349,-0.568416015459828,0.337759919285194,-0.121091505292349,-0.568416015459828,0.337759919285194
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,117,0.0298169645150171,-0.324650052274356,0.106286707814632,0.0298169645150171,-0.324650052274356,0.106286707814632
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,118,-0.777139278117061,0.192543226677223,0.641018351731582,-0.777139278117061,0.192543226677223,0.641018351731582
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,119,-0.448068775340138,0.750939257614314,0.764675396061149,-0.448068775340138,0.750939257614314,0.764675396061149
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,120,0.618780526115906,0.0724675270983288,0.388140881984025,0.618780526115906,0.0724675270983288,0.388140881984025
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,121,0.22455028806422,0.0791280668693777,0.0566840828362088,0.22455028806422,0.0791280668693777,0.0566840828362088
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,122,-0.175759327035432,-0.808831607845106,0.685099910889247,-0.175759327035432,-0.808831607845106,0.685099910889247
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,123,-0.178271160936868,0.634678473953213,0.434597372121358,-0.178271160936868,0.634678473953213,0.434597372121358
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,124,-0.803643307034609,0.123006318836344,0.660973119415191,-0.803643307034609,0.123006318836344,0.660973119415191
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,125,0.762399437951512,0.377908985953787,0.724068104653402,0.762399437951512,0.377908985953787,0.724068104653402
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,126,-0.132538875607726,-0.838813725824201,0.721175020178438,-0.132538875607726,-0.838813725824201,0.721175020178438
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,127,-0.0511047136348561,-0.462462082953273,0.216482869925181,-0.0511047136348561,-0.462462082953273,0.216482869925181
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,128,0.629807066677458,0.711081315721647,0.902293578805292,0.629807066677458,0.711081315721647,0.902293578805292
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,129,-0.890251027661512,0.16223666002619,0.818867626108832,-0.890251027661512,0.16223666002619,0.818867626108832
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,130,-0.874354709527972,-0.341255171918853,0.88095125043511,-0.874354709527972,-0.341255171918853,0.88095125043511
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,131,0.867683189940589,-0.262483465350068,0.821771687687656,0.867683189940589,-0.262483465350068,0.821771687687656
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,132,0.701140024430422,0.46507855814738,0.707895399106738,0.701140024430422,0.46507855814738,0.707895399106738
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,133,-0.69839786436156,-0.540384210394633,0.779774671788619,-0.69839786436156,-0.540384210394633,0.779774671788619
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,134,0.196840331403905,-0.922952574946112,0.890587571666858,0.196840331403905,-0.922952574946112,0.890587571666858
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,135,0.37746543597664,-0.338114238568615,0.256801393679869,0.37746543597664,-0.338114238568615,0.256801393679869
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,136,-0.103708303771497,0.520203138468866,0.281366717544019,-0.103708303771497,0.520203138468866,0.281366717544019
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,137,0.412750648297825,0.166667181746922,0.198141047141736,0.412750648297825,0.166667181746922,0.198141047141736
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,138,0.0900718167482451,0.166246897063812,0.035750962955675,0.0900718167482451,0.166246897063812,0.035750962955675
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,139,-0.878645021835958,0.0542476400531258,0.774959880848444,-0.878645021835958,0.0542476400531258,0.774959880848444
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,140,0.873017291019048,0.02142373646168,0.762618166902217,0.873017291019048,0.02142373646168,0.762618166902217
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,141,-0.20290131130861,0.210476613100364,0.0854693467929536,-0.20290131130861,0.210476613100364,0.0854693467929536
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,142,-0.741967570628063,-0.661065981840982,0.987524108211092,-0.741967570628063,-0.661065981840982,0.987524108211092
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,143,0.752627060389035,0.16681087785608,0.594273361000956,0.752627060389035,0.16681087785608,0.594273361000956
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,144,0.589298145401769,0.785570301000082,0.964393001987324,0.589298145401769,0.785570301000082,0.964393001987324
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,145,-0.0994618602647036,-0.178832611946034,0.0418737647427562,-0.0994618602647036,-0.178832611946034,0.0418737647427562
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,146,0.553982662239047,-0.788309202563818,0.928328188908265,0.553982662239047,-0.788309202563818,0.928328188908265
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,147,-0.0937719834690321,0.219424035678501,0.0569400923171567,-0.0937719834690321,0.219424035678501,0.0569400923171567
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,148,-0.187971510987383,0.37163302290951,0.17344439265974,-0.187971510987383,0.37163302290951,0.17344439265974
"paraboloid-disk-rep1-n240-r1","paraboloid",1,"ambient",239,"original",1,149,0.351146709659691,0.89192338994545,0.918831345236611,0.351146709659691,0.89192338994545,0.918831345236611
