surface,sampling,regime,method,comparison,k240,k480,path_rel_n240,path_rel_n480,path_rel_difference,graph_reference_n240,graph_reference_n480,graph_reference_difference,path_reference_n240,path_reference_n480,path_reference_difference,procrustes_n240,procrustes_n480,procrustes_difference,sigma2_sigma1_n240,sigma2_sigma1_n480,sigma2_sigma1_difference,sigma3_sigma2_n240,sigma3_sigma2_n480,sigma3_sigma2_difference
paraboloid,disk,ambient,stress_primary,fixed k=8,8,8,0.001973763700508,0.0045861737651906,0.0026124100646826,0.0766373391636961,0.0743914549722875,-0.002245884191408601,0.073539013402257,0.0768442633791254,0.003305249976868388,0.0938719937544716,0.0881808696722124,-0.005691124082259191,0.0795371361008974,0.0701770026783625,-0.009360133422534903,0.640805613427303,0.731930026869407,0.09112441344210398
paraboloid,disk,ambient,stress_fixed_primary,fixed k=8,8,8,0.0032404296150203,0.0066033658424475,0.0033629362274272,0.0766373391636961,0.0743914549722875,-0.002245884191408601,0.100680385926962,0.115983918969353,0.015303533042391002,0.0862177364564573,0.0837363066811986,-0.0024814297752587117,0.0737347756759753,0.0668620258453628,-0.006872749830612507,0.595192461508079,0.695709483480646,0.10051702197256696
paraboloid,disk,ambient,classical,fixed k/n from k=8,8,16,0.0251237338964596,0.0124959672613207,-0.0126277666351389,0.0766373391636961,0.0272766922790996,-0.0493606468845965,0.108007797135343,0.0237501837199192,-0.0842576134154238,0.0904028907084703,0.0520433878582362,-0.038359502850234095,0.0785441286972849,0.0424342650724856,-0.0361098636247993,0.519179028638225,0.860812290496887,0.34163326185866205
paraboloid,disk,ambient,stress,fixed k/n from k=8,8,16,0.011794770878621,0.0081439791185841,-0.0036507917600369,0.0766373391636961,0.0272766922790996,-0.0493606468845965,0.0493589775931824,0.0293713712780122,-0.019987606315170197,0.095415476530241,0.0529550918752761,-0.042460384654964906,0.0796856535548958,0.0497362604085306,-0.029949393146365202,0.664808555959643,0.714007779995362,0.04919922403571897
paraboloid,disk,ambient,stress_primary,fixed k/n from k=8,8,16,0.001973763700508,0.0063687185026894,0.004394954802181401,0.0766373391636961,0.0272766922790996,-0.0493606468845965,0.073539013402257,0.038330355285649,-0.035208658116608005,0.0938719937544716,0.0510593838098483,-0.0428126099446233,0.0795371361008974,0.0473581078851533,-0.032179028215744095,0.640805613427303,0.666614755094392,0.02580914166708903
paraboloid,disk,ambient,stress_fixed_primary,fixed k/n from k=8,8,16,0.0032404296150203,0.0072517028902831,0.0040112732752628005,0.0766373391636961,0.0272766922790996,-0.0493606468845965,0.100680385926962,0.0487167495386612,-0.0519636363883008,0.0862177364564573,0.0496664503631941,-0.036551286093263205,0.0737347756759753,0.0461396821230993,-0.027595093552876003,0.595192461508079,0.661406985341742,0.066214523833663
paraboloid,disk,ambient,classical,fixed k=64,64,64,0.002094341485914,0.0035642110196065,0.0014698695336924999,0.0032284101963768,0.0032365557461856,8.145549808800251e-06,0.0052624177937869,0.0325493981149105,0.0272869803211236,0.0089679593931846,0.0136087126867112,0.0046407532935266,0.0340877038044878,0.0367425891889621,0.0026548853844743023,0.87227815592969,0.958118678452834,0.085840522523144
paraboloid,disk,ambient,stress,fixed k=64,64,64,0.0004232368520003,0.0007822055952806,0.0003589687432803,0.0032284101963768,0.0032365557461856,8.145549808800251e-06,0.0031066611722173,0.0052919057262298,0.0021852445540124998,0.0023431262533566,0.0041821325560645,0.0018390063027078998,0.02922346092944,0.0295527482939581,0.00032928736451810076,0.875159790276235,0.950772074737657,0.07561228446142199
paraboloid,disk,ambient,stress_primary,fixed k=64,64,64,1.63751515835748e-05,0.0001407737331666,0.0001243985815830252,0.0032284101963768,0.0032365557461856,8.145549808800251e-06,0.0032283376289835,0.003242488917845,1.4151288861500265e-05,0.0003455890590895,0.0020397167765572,0.0016941277174677,0.0281299658528319,0.0280562516674249,-7.371418540699781e-05,0.877348853244321,0.947207061643195,0.06985820839887402
paraboloid,disk,ambient,stress_fixed_primary,fixed k=64,64,64,1.63142369932616e-05,0.0001398094085989,0.00012349517160563841,0.0032284101963768,0.0032365557461856,8.145549808800251e-06,0.0032283338897652,0.003242404224022,1.4070334256800331e-05,0.000344075734246,0.0020358014439884,0.0016917257097424,0.0281299896415772,0.0280556898644323,-7.429977714490041e-05,0.877340321235452,0.947206238037413,0.06986591680196097
paraboloid,disk,ambient,classical,fixed k/n from k=64,64,128,0.002094341485914,0.0021948333075488,0.00010049182163479999,0.0032284101963768,0.0033517856568065,0.00012337546042970023,0.0052624177937869,0.0054551245616892,0.00019270676790229986,0.0089679593931846,0.0091325918352513,0.00016463244206669884,0.0340877038044878,0.0339289333103121,-0.00015877049417570288,0.87227815592969,0.95114953375348,0.07887137782378995
paraboloid,disk,ambient,stress,fixed k/n from k=64,64,128,0.0004232368520003,0.0004082534920961,-1.4983359904200018e-05,0.0032284101963768,0.0033517856568065,0.00012337546042970023,0.0031066611722173,0.0032149004123669,0.00010823924014959985,0.0023431262533566,0.0021128211222886,-0.0002303051310680003,0.02922346092944,0.0289914944986474,-0.00023196643079259963,0.875159790276235,0.94958735219915,0.074427561922915
paraboloid,disk,ambient,stress_primary,fixed k/n from k=64,64,128,1.63751515835748e-05,1.31889754900833e-05,-3.186176093491498e-06,0.0032284101963768,0.0033517856568065,0.00012337546042970023,0.0032283376289835,0.0033518180306259,0.00012348040164240036,0.0003455890590895,0.0002665004529057,-7.908860618379999e-05,0.0281299658528319,0.028013038177316,-0.00011692767551589947,0.877348853244321,0.9471958556938,0.06984700244947906
paraboloid,disk,ambient,stress_fixed_primary,fixed k/n from k=64,64,128,1.63142369932616e-05,1.31529811855288e-05,-3.1612558077328004e-06,0.0032284101963768,0.0033517856568065,0.00012337546042970023,0.0032283338897652,0.0033518214453492,0.00012348755558400006,0.000344075734246,0.0002660261593605,-7.80495748855e-05,0.0281299896415772,0.0280130259995247,-0.00011696364205249915,0.877340321235452,0.947195894321216,0.06985557308576396
paraboloid,disk,ambient,classical,complete graph,239,479,1.02478113272778e-15,1.2615011510095902e-15,2.367200182818101e-16,0.0033019327916661,0.0034319578631195,0.00013002507145340025,0.0033019327916661,0.0034319578631193,0.00013002507145319989,5.53022025961555e-15,3.83207829527553e-15,-1.69814196434002e-15,0.028128262434358,0.0280082357297959,-0.00012002670456209841,0.876517398575756,0.947308572000322,0.07079117342456609
paraboloid,disk,ambient,stress,complete graph,239,479,8.70870616827639e-15,1.76437571506325e-14,8.93505098235611e-15,0.0033019327916661,0.0034319578631195,0.00013002507145340025,0.0033019327916663,0.0034319578631196,0.00013002507145330007,9.69536710355905e-15,1.84685650353046e-14,8.77319793174555e-15,0.028128262434358,0.0280082357297959,-0.00012002670456209841,0.876517398575754,0.947308572000322,0.07079117342456809
paraboloid,disk,ambient,stress_primary,complete graph,239,479,8.708340472681471e-15,1.76435316834191e-14,8.935191210737628e-15,0.0033019327916661,0.0034319578631195,0.00013002507145340025,0.0033019327916663,0.0034319578631196,0.00013002507145330007,9.69753886076919e-15,1.84688548320039e-14,8.77131597123471e-15,0.028128262434358,0.0280082357297959,-0.00012002670456209841,0.876517398575754,0.947308572000322,0.07079117342456809
paraboloid,disk,ambient,stress_fixed_primary,complete graph,239,479,8.708340472681471e-15,1.76435316834191e-14,8.935191210737628e-15,0.0033019327916661,0.0034319578631195,0.00013002507145340025,0.0033019327916663,0.0034319578631196,0.00013002507145330007,9.69753886076919e-15,1.84688548320039e-14,8.77131597123471e-15,0.028128262434358,0.0280082357297959,-0.00012002670456209841,0.876517398575754,0.947308572000322,0.07079117342456809
paraboloid,surface_area,geodesic,classical,fixed k=8,8,8,0.0256943064790883,0.0263266219262783,0.0006323154471899982,0.0474419826141005,0.0599426679901893,0.012500685376088796,0.0349763519750288,0.0519888459219926,0.017012493946963803,0.0908574106237347,0.0780181128014513,-0.012839297822283408,0.0759604009123935,0.0601038132825759,-0.015856587629817606,0.752583207711154,0.827912189858366,0.07532898214721206
paraboloid,surface_area,geodesic,stress,fixed k=8,8,8,0.0159387609243164,0.0146627753269651,-0.0012759855973513007,0.0474419826141005,0.0599426679901893,0.012500685376088796,0.0267401838927504,0.0235144988231537,-0.003225685069596699,0.0941974283579916,0.0808965629921313,-0.013300865365860295,0.0896807416739826,0.0716494813811992,-0.018031260292783402,0.587656409302768,0.767329934274719,0.179673524971951
