surface,sampling,regime,method,comparison,k240,k480,path_rel_n240,path_rel_n480,path_rel_difference,graph_reference_n240,graph_reference_n480,graph_reference_difference,path_reference_n240,path_reference_n480,path_reference_difference,procrustes_n240,procrustes_n480,procrustes_difference,sigma2_sigma1_n240,sigma2_sigma1_n480,sigma2_sigma1_difference,sigma3_sigma2_n240,sigma3_sigma2_n480,sigma3_sigma2_difference
paraboloid,surface_area,ambient,stress_primary,fixed k/n from k=8,8,16,0.0037023507564701,0.0067436867551683,0.0030413359986981997,0.0941007436578114,0.026268227890115,-0.0678325157676964,0.0965048003266333,0.027905267585164,-0.06859953274146931,0.0798930096163921,0.0599113405970524,-0.019981669019339704,0.0686540884952199,0.061126695522637,-0.007527392972582897,0.701835254563792,0.711410468105546,0.009575213541753946
paraboloid,surface_area,ambient,stress_fixed_primary,fixed k/n from k=8,8,16,0.0032280887617757,0.006524039186874,0.0032959504250983005,0.0941007436578114,0.026268227890115,-0.0678325157676964,0.114671070553497,0.0344943413764223,-0.08017672917707469,0.0742775418463491,0.0576013912335511,-0.016676150612798007,0.0645666608221034,0.0594472723260741,-0.0051193884960292965,0.653521620267508,0.705588697579558,0.05206707731204996
paraboloid,surface_area,ambient,classical,fixed k=64,64,64,0.0027937759392227,0.0050204102591032,0.0022266343198805,0.004398359147476,0.0043586929014418,-3.966624603420066e-05,0.006320481215223,0.029023427897631,0.022702946682408,0.0105546991741517,0.0162145359197339,0.005659836745582198,0.0413037973877873,0.0441840263205277,0.0028802289327404043,0.879412707077148,0.975278792583211,0.09586608550606301
paraboloid,surface_area,ambient,stress,fixed k=64,64,64,0.0005230393791662,0.0012218215185126,0.0006987821393464,0.004398359147476,0.0043586929014418,-3.966624603420066e-05,0.0042265327647926,0.0052546939906874,0.0010281612258948,0.0024821078666597,0.0051137901527734,0.0026316822861136998,0.0350803231739523,0.0358100745806298,0.0007297514066774979,0.881992336551654,0.959944570889184,0.07795223433752996
paraboloid,surface_area,ambient,stress_primary,fixed k=64,64,64,2.99221336026844e-05,0.0001809166166552,0.0001509944830525156,0.004398359147476,0.0043586929014418,-3.966624603420066e-05,0.0043983231674253,0.0043729687993101,-2.5354368115199782e-05,0.000508925803274,0.0026991641171031,0.0021902383138291005,0.0339518615502589,0.0340212003852764,6.933883501750171e-05,0.886237408728886,0.954030188685209,0.06779277995632293
paraboloid,surface_area,ambient,stress_fixed_primary,fixed k=64,64,64,2.94067915336896e-05,0.0001824506147695,0.0001530438232358104,0.004398359147476,0.0043586929014418,-3.966624603420066e-05,0.0043983121825199,0.0043729911124415,-2.5321070078399704e-05,0.0005020042904337,0.0027107754267885,0.0022087711363548,0.0339517454470866,0.0340217963724575,7.005092537090002e-05,0.886218903726968,0.954022050382778,0.06780314665581
paraboloid,surface_area,ambient,classical,fixed k/n from k=64,64,128,0.0027937759392227,0.0029286479076954,0.0001348719684727,0.004398359147476,0.0045964372887333,0.0001980781412573001,0.006320481215223,0.0062419562867154,-7.852492850760062e-05,0.0105546991741517,0.0106864882612677,0.00013178908711599865,0.0413037973877873,0.0412474823113177,-5.631507646959577e-05,0.879412707077148,0.955700123580299,0.07628741650315096
paraboloid,surface_area,ambient,stress,fixed k/n from k=64,64,128,0.0005230393791662,0.0004917500902697,-3.128928889649992e-05,0.004398359147476,0.0045964372887333,0.0001980781412573001,0.0042265327647926,0.0044041276351803,0.00017759487038769995,0.0024821078666597,0.0021651293342382,-0.0003169785324215,0.0350803231739523,0.0349399525748468,-0.0001403705991055021,0.881992336551654,0.956039210540197,0.07404687398854304
paraboloid,surface_area,ambient,stress_primary,fixed k/n from k=64,64,128,2.99221336026844e-05,1.49361257901245e-05,-1.49860078125599e-05,0.004398359147476,0.0045964372887333,0.0001980781412573001,0.0043983231674253,0.0045964721004507,0.00019814893302539955,0.000508925803274,0.0002707405632178,-0.00023818524005619999,0.0339518615502589,0.0339618624124425,1.0000862183598414e-05,0.886237408728886,0.955487417354068,0.06925000862518194
paraboloid,surface_area,ambient,stress_fixed_primary,fixed k/n from k=64,64,128,2.94067915336896e-05,1.49322206942063e-05,-1.4474570839483302e-05,0.004398359147476,0.0045964372887333,0.0001980781412573001,0.0043983121825199,0.0045964671587037,0.00019815497618380033,0.0005020042904337,0.0002707640356767,-0.00023124025475700002,0.0339517454470866,0.0339618611412615,1.0115694174896162e-05,0.886218903726968,0.955487719621195,0.06926881589422706
paraboloid,surface_area,ambient,classical,complete graph,239,479,6.61772451952866e-16,8.36417510768872e-16,1.7464505881600605e-16,0.0045399573225404,0.0047485621419382,0.00020860481939780073,0.0045399573225404,0.0047485621419382,0.00020860481939780073,3.3706488577966703e-15,4.08577951342527e-15,7.151306556286e-16,0.0339489238437707,0.0339573389033452,8.415059574502781e-06,0.885353951876764,0.95558718450746,0.07023323263069603
paraboloid,surface_area,ambient,stress,complete graph,239,479,8.49335781984227e-15,1.7410864178488502e-14,8.917506358646232e-15,0.0045399573225404,0.0047485621419382,0.00020860481939780073,0.0045399573225405,0.0047485621419385,0.00020860481939799936,9.847253197605641e-15,1.8060121213241902e-14,8.212868015636261e-15,0.0339489238437707,0.0339573389033452,8.415059574502781e-06,0.885353951876762,0.95558718450746,0.07023323263069803
paraboloid,surface_area,ambient,stress_primary,complete graph,239,479,8.493314117658771e-15,1.74107508053704e-14,8.917436687711629e-15,0.0045399573225404,0.0047485621419382,0.00020860481939780073,0.0045399573225405,0.0047485621419385,0.00020860481939799936,9.84762826077701e-15,1.80597224264921e-14,8.212094165715091e-15,0.0339489238437707,0.0339573389033452,8.415059574502781e-06,0.885353951876762,0.95558718450746,0.07023323263069803
paraboloid,surface_area,ambient,stress_fixed_primary,complete graph,239,479,8.493314117658771e-15,1.74107508053704e-14,8.917436687711629e-15,0.0045399573225404,0.0047485621419382,0.00020860481939780073,0.0045399573225405,0.0047485621419385,0.00020860481939799936,9.84762826077701e-15,1.80597224264921e-14,8.212094165715091e-15,0.0339489238437707,0.0339573389033452,8.415059574502781e-06,0.885353951876762,0.95558718450746,0.07023323263069803
saddle,disk,geodesic,classical,fixed k=8,8,8,0.0202833182900271,0.0121919331924058,-0.008091385097621301,0.0026639224037119,0.0105970262521277,0.0079331038484158,0.0202706513843604,0.0272057557700283,0.006935104385667901,0.806303240872052,0.804039205837641,-0.0022640350344109716,0.917237706894207,0.946449992990435,0.029212286096227946,0.910387373173464,0.960440999356888,0.050053626183424016
saddle,disk,geodesic,stress,fixed k=8,8,8,0.0205947156943526,0.0202861055249071,-0.0003086101694455001,0.0026639224037119,0.0105970262521277,0.0079331038484158,0.0704511655299447,0.101778546748619,0.0313273812186743,0.806367610799669,0.804055336706699,-0.002312274092969968,0.9104405377642,0.943179234233341,0.03273869646914107,0.899899337675321,0.956010716235362,0.056111378560041
saddle,disk,geodesic,stress_primary,fixed k=8,8,8,0.0010857665667042,0.0022407358168143,0.0011549692501101,0.0026639224037119,0.0105970262521277,0.0079331038484158,0.0039515719241188,0.0147580262674039,0.0108064543432851,0.806426978038226,0.80400113135745,-0.002425846680776056,0.906167300880831,0.942491028645072,0.036323727764240976,0.895610186086978,0.956257564219184,0.060647378132206
saddle,disk,geodesic,stress_fixed_primary,fixed k=8,8,8,0.0030005356435089,0.0215331931302356,0.018532657486726698,0.0026639224037119,0.0105970262521277,0.0079331038484158,0.0107381527081924,0.0841474571050885,0.07340930439689611,0.806700983373159,0.803948500119094,-0.0027524832540649635,0.901687491043161,0.933771763087334,0.03208427204417297,0.890942333810639,0.954621786533711,0.06367945272307196
saddle,disk,geodesic,classical,fixed k/n from k=8,8,16,0.0202833182900271,0.0123040336043377,-0.0079792846856894,0.0026639224037119,0.001220385873544,-0.0014435365301678999,0.0202706513843604,0.0124939797230311,-0.0077766716613292975,0.806303240872052,0.804140975627659,-0.0021622652443930024,0.917237706894207,0.946390256303097,0.029152549408890005,0.910387373173464,0.962238771787053,0.051851398613589006
saddle,disk,geodesic,stress,fixed k/n from k=8,8,16,0.0205947156943526,0.0199171547293486,-0.000677560965004001,0.0026639224037119,0.001220385873544,-0.0014435365301678999,0.0704511655299447,0.0739969857095326,0.003545820179587905,0.806367610799669,0.804142772040286,-0.002224838759383063,0.9104405377642,0.94317283875016,0.03273230098596003,0.899899337675321,0.957878869007673,0.05797953133235201
saddle,disk,geodesic,stress_primary,fixed k/n from k=8,8,16,0.0010857665667042,0.0006896365679574,-0.00039612999874680005,0.0026639224037119,0.001220385873544,-0.0014435365301678999,0.0039515719241188,0.0014465849597025,-0.0025049869644162997,0.806426978038226,0.804039347665266,-0.002387630372960081,0.906167300880831,0.938825592026435,0.032658291145604035,0.895610186086978,0.957673639860362,0.06206345377338407
saddle,disk,geodesic,stress_fixed_primary,fixed k/n from k=8,8,16,0.0030005356435089,0.0036109921283175,0.0006104564848085996,0.0026639224037119,0.001220385873544,-0.0014435365301678999,0.0107381527081924,0.0102739556169621,-0.0004641970912302989,0.806700983373159,0.804038475264238,-0.002662508108920991,0.901687491043161,0.936254509680471,0.03456701863730993,0.890942333810639,0.956633751488246,0.065691417677607
saddle,disk,geodesic,classical,fixed k=64,64,64,0.0240578676676882,0.012669796660914,-0.0113880710067742,7.94995627964176e-06,2.76188186895765e-05,1.966886240993474e-05,0.025425019594113,0.0140765483058762,-0.011348471288236798,0.806299374119938,0.804140309204842,-0.0021590649150959873,0.917457406221362,0.94686889447324,0.029411488251878004,0.910340206999289,0.962146583674979,0.05180637667568999
saddle,disk,geodesic,stress,fixed k=64,64,64,0.018789658305136,0.0179691831022958,-0.0008204752028402006,7.94995627964176e-06,2.76188186895765e-05,1.966886240993474e-05,0.0194354002594548,0.0399459352420958,0.020510534982640997,0.806355257413732,0.804137581660556,-0.002217675753175996,0.910648041088031,0.943670188837406,0.033022147749375064,0.899732345220527,0.957757590921155,0.05802524570062795
saddle,disk,geodesic,stress_primary,fixed k=64,64,64,0.0084337164800745,0.0047417263699935,-0.003691990110081,7.94995627964176e-06,2.76188186895765e-05,1.966886240993474e-05,0.0085860113431763,0.0050072444189628,-0.003578766924213499,0.805643011192004,0.803906811662152,-0.001736199529851934,0.900365957074149,0.940103288957781,0.03973733188363193,0.880538579191608,0.958708192598427,0.07816961340681894
saddle,disk,geodesic,stress_fixed_primary,fixed k=64,64,64,0.0084257736899401,0.0048067599054134,-0.0036190137845267005,7.94995627964176e-06,2.76188186895765e-05,1.966886240993474e-05,0.0085818798915282,0.0050892406048942,-0.003492639286634001,0.805761442202831,0.803907698295686,-0.001853743907144989,0.89991746743385,0.937681186455868,0.037763719022017916,0.880450511847879,0.957575000489126,0.07712448864124699
saddle,disk,geodesic,classical,fixed k/n from k=64,64,128,0.0240578676676882,0.0177555788121709,-0.006302288855517299,7.94995627964176e-06,4.94563115772879e-06,-3.0043251219129695e-06,0.025425019594113,0.0203327508862777,-0.005092268707835298,0.806299374119938,0.804144199333618,-0.002155174786319991,0.917457406221362,0.946845334450747,0.029387928229385074,0.910340206999289,0.962171797697047,0.051831590697758
saddle,disk,geodesic,stress,fixed k/n from k=64,64,128,0.018789658305136,0.0175375459138364,-0.0012521123912996,7.94995627964176e-06,4.94563115772879e-06,-3.0043251219129695e-06,0.0194354002594548,0.018022982616657,-0.0014124176427978002,0.806355257413732,0.804141726339355,-0.002213531074377051,0.910648041088031,0.943645238085162,0.032997196997130995,0.899732345220527,0.957783706326625,0.05805136110609799
saddle,disk,geodesic,stress_primary,fixed k/n from k=64,64,128,0.0084337164800745,0.0091119910015601,0.0006782745214856008,7.94995627964176e-06,4.94563115772879e-06,-3.0043251219129695e-06,0.0085860113431763,0.0094617632522955,0.0008757519091192011,0.805643011192004,0.804074202168587,-0.0015688090234169394,0.900365957074149,0.941688929899635,0.041322972825486026,0.880538579191608,0.954064497201162,0.07352591800955399
saddle,disk,geodesic,stress_fixed_primary,fixed k/n from k=64,64,128,0.0084257736899401,0.0091096225681295,0.0006838488781893987,7.94995627964176e-06,4.94563115772879e-06,-3.0043251219129695e-06,0.0085818798915282,0.0094668593675114,0.0008849794759832,0.805761442202831,0.804402420610506,-0.0013590215923249271,0.89991746743385,0.941221650001838,0.04130418256798796,0.880450511847879,0.95470117755998,0.07425066571210093
saddle,disk,geodesic,classical,complete graph,239,479,0.0708804603933376,0.0701859324990724,-0.0006945278942652039,1.81488263213939e-10,3.38449130165309e-10,1.5696086695137e-10,0.0724989682002213,0.0740422345924117,0.0015432663921904066,0.806300281067595,0.804144565182274,-0.002155715885321041,0.9174540542124,0.946843737422814,0.02938968321041402,0.910342204169015,0.962172461327501,0.05183025715848599
saddle,disk,geodesic,stress,complete graph,239,479,0.0664671327039175,0.0660452821434217,-0.00042185056049580394,1.81488263213939e-10,3.38449130165309e-10,1.5696086695137e-10,0.0680402714162608,0.0698772605071676,0.0018369890909067932,0.806356211269858,0.804142096340462,-0.0022141149293960494,0.910644424456078,0.943643678917574,0.032999254461495986,0.89973421242299,0.957784114545533,0.05804990212254302
