"case","surface","sampling","replicate","n","radius","regime","k","angular_gap_min","angular_gap_q05","angular_gap_median","angular_gap_q95","angular_gap_max","radial_gap_min","radial_gap_q05","radial_gap_median","radial_gap_q95","radial_gap_max"
"paraboloid-disk-rep1-n240-r16","paraboloid","disk",1,240,16,"geodesic",64,1.19982358592896e-05,0.137831231835345,1.45704147305661,2.9384327503614,3.14139308332409,1.48035468677532e-05,0.00599431292493558,0.0606153484680638,0.20649714175254,0.416368845040088
"paraboloid-disk-rep1-n240-r16","paraboloid","disk",1,240,16,"geodesic",8,1.19982358592896e-05,0.0587083074381624,0.569389176221271,1.46117918686261,3.13609251162862,1.48035468677532e-05,0.00167406119605754,0.0194914696366247,0.046583477341427,0.121789346961668
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",128,1.19982358592896e-05,0.105565618924893,1.08087221241466,2.53381018752532,3.14142676971416,1.48035468677532e-05,0.0180320459018261,0.186157259131907,0.490297998198195,0.663782534651771
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",16,1.19982358592896e-05,0.0363493005712056,0.318372631800516,0.801451368724501,3.13609251162862,3.24320694434777e-05,0.00712931206479535,0.0691822375267753,0.165809955634563,0.244114950723727
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",239,1.19982358592896e-05,0.159135816001698,1.57304693560022,2.98533756581357,3.14142676971416,1.48035468677532e-05,0.0204921833867578,0.230625219262326,0.648010211494774,0.915927548686633
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",32,1.19982358592896e-05,0.05160685911559,0.461082701823384,1.21571178538232,3.13609251162862,1.48035468677532e-05,0.00925555808425287,0.0978495080669386,0.236373784816305,0.350153282276438
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",4,1.19982358592896e-05,0.01965064941095,0.169941525207837,0.481288209805604,2.65087770360886,3.24320694434777e-05,0.00280251716945401,0.0347549373817512,0.0885271414624849,0.155136184973661
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",64,1.19982358592896e-05,0.0672800779807476,0.685682140370756,1.86210904596367,3.13609251162862,1.48035468677532e-05,0.0128338664856021,0.136267482024238,0.333628047584582,0.469577026190987
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"ambient",8,1.19982358592896e-05,0.0257482645544751,0.230096518269075,0.593268313388091,2.65087770360886,3.24320694434777e-05,0.00511967864997181,0.049250078869323,0.120358612192123,0.179442317531604
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,1.19982358592896e-05,0.0995858552199804,1.01064762598309,2.36076512884419,3.14139308332409,1.48035468677532e-05,0.0194125832564688,0.202783367413254,0.54201084048385,0.762752013236897
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,1.19982358592896e-05,0.0362631715883085,0.315397126045289,0.781091806248017,3.13609251162862,3.24320694434777e-05,0.00725956203678296,0.0706133357846809,0.166578077390079,0.244114950723727
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,1.19982358592896e-05,0.159135816001698,1.57304693560022,2.98533756581357,3.14142676971416,1.48035468677532e-05,0.0204921833867578,0.230625219262326,0.648010211494774,0.915927548686633
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,1.19982358592896e-05,0.0508820389163884,0.452297996745185,1.18799842479093,3.13609251162862,1.48035468677532e-05,0.00956801061760188,0.100242790675648,0.238729644961727,0.350153282276438
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,1.19982358592896e-05,0.01965064941095,0.169941525207837,0.479055383396867,2.65087770360886,3.24320694434777e-05,0.00280251716945401,0.0353562616621326,0.0885271414624849,0.155136184973661
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",64,1.19982358592896e-05,0.0666667049130445,0.663114047233002,1.75021699476898,3.13609251162862,1.48035468677532e-05,0.0132267611019131,0.140241686062081,0.344262620418219,0.499387660289895
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",8,1.19982358592896e-05,0.0257640046667637,0.229779378175422,0.587868482069426,2.65087770360886,3.24320694434777e-05,0.00512382752238946,0.0495619229065975,0.12081820548678,0.179442317531604
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",128,1.19982358592896e-05,0.160575281732076,1.58609055160349,2.98259560624702,3.14142676971416,1.48035468677532e-05,0.0123750390586284,0.129703662363333,0.391774796667336,0.643759058712091
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",16,1.19982358592896e-05,0.114539603809242,1.29999759141184,2.9037316454537,3.1381372934505,1.48035468677532e-05,0.00149394635327893,0.015694641316083,0.049581864368544,0.174946201819634
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",239,1.19982358592896e-05,0.159135816001698,1.57304693560022,2.98533756581357,3.14142676971416,1.48035468677532e-05,0.0204921833867578,0.230625219262326,0.648010211494774,0.915927548686633
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",32,1.19982358592896e-05,0.132550200293577,1.53012385178911,2.97729757395587,3.1381372934505,1.48035468677532e-05,0.00274721394178821,0.0293850287274324,0.109392867907777,0.282791569090158
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",4,0.0082243486797049,0.0699612757299445,0.644615635546246,1.69280753072598,3.13054483253329,1.48035468677532e-05,0.000811867025292279,0.0087392864315779,0.0243004754599734,0.049581864368544
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",64,1.19982358592896e-05,0.155960535034409,1.57567114660132,2.98145032270332,3.14139308332409,1.48035468677532e-05,0.00593221673649326,0.0600162493868076,0.206676019315339,0.416368845040088
"paraboloid-disk-rep1-n240-r32","paraboloid","disk",1,240,32,"ambient",8,0.0082243486797049,0.0897105935505492,0.92948328806421,2.39612935239019,3.13609251162862,1.48035468677532e-05,0.00126161513473618,0.0113993476729828,0.0289581857016914,0.121789346961668
