"case","surface","sampling","replicate","n","radius","regime","k","method","stage","mix","iterations","last_energy","gradient_norm","accepted","elapsed"
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_primary",3,0.5,200,1.05134189985324,0.741658015653556,200,5.381
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_primary",4,0.75,200,0.603555049822913,0.492635406202987,200,5.381
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_primary",5,1,200,0.337891466720653,0.343695974763768,200,5.381
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_uniform",1,1,1000,0.265698528512398,0.375407949304909,1000,5.123
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_fixed_primary",1,0,200,3.43965486782162,0.00199763129541882,200,1.087
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_fixed_primary",2,0.25,200,3.54201258959504,2.74192479405057e-05,200,1.087
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_fixed_primary",3,0.5,200,3.60832359025248,6.34913575105903e-06,200,1.087
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_fixed_primary",4,0.75,197,3.64599880402579,1.8704699488451e-06,196,1.087
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_fixed_primary",5,1,182,3.65948254352461,4.63468642755269e-07,181,1.087
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"classical_fixed_uniform",1,1,250,3.65948254352464,6.14564026571824e-07,249,0.280000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_primary",1,0,200,2.48733763919956,1.09706845536168,200,5.33300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_primary",2,0.25,200,1.53549698134836,1.09577673917478,200,5.33300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_primary",3,0.5,200,0.910174792970516,0.717620496683465,200,5.33300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_primary",4,0.75,200,0.522458432389914,0.468615512321751,200,5.33300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_primary",5,1,200,0.292478389184484,0.32373918279672,200,5.33300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_uniform",1,1,1000,0.229963829504115,0.354181617875222,1000,5.206
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_fixed_primary",1,0,200,3.43965485579748,0.0012594358152749,200,1.11499999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_fixed_primary",2,0.25,200,3.54201258959507,2.73985195769224e-05,200,1.11499999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_fixed_primary",3,0.5,200,3.60832359025248,6.3491356289922e-06,200,1.11499999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_fixed_primary",4,0.75,197,3.64599880402579,1.87046995507267e-06,196,1.11499999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_fixed_primary",5,1,191,3.65948254352461,1.06456416413819e-06,190,1.11499999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"stress_fixed_uniform",1,1,249,3.6594825435246,4.29439512451565e-07,248,0.280999999999992
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_primary",1,0,200,2.87103153974561,1.0666453055076,200,5.16500000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_primary",2,0.25,200,1.7722539309969,1.09997401217379,200,5.16500000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_primary",3,0.5,200,1.05075391389483,0.739659118391868,200,5.16500000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_primary",4,0.75,200,0.603221295742245,0.491840242360339,200,5.16500000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_primary",5,1,200,0.337705460080593,0.343348143462967,200,5.16500000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_uniform",1,1,1000,0.265548787599715,0.374185369655367,1000,5.054
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_fixed_primary",1,0,200,3.43965486730686,0.00199422875111824,200,1.152
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_fixed_primary",2,0.25,200,3.54201258959503,2.74193894440137e-05,200,1.152
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_fixed_primary",3,0.5,200,3.60832359025248,6.34913577647186e-06,200,1.152
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_fixed_primary",4,0.75,197,3.64599880402579,1.87046996081442e-06,196,1.152
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_fixed_primary",5,1,190,3.65948254352461,1.06456740404328e-06,189,1.152
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",128,"full_classical_fixed_uniform",1,1,253,3.6594825435246,5.8015016084156e-07,252,0.281000000000006
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_primary",1,0,200,0.00354206893633994,0.0261792016062156,200,0.442
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_primary",2,0.25,200,0.0016940482356083,0.0163793753297714,200,0.442
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_primary",3,0.5,200,0.00134135618980476,0.00288646623038919,200,0.442
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_primary",4,0.75,200,0.00125602709291211,0.00207390595586007,200,0.442
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_primary",5,1,200,0.0011815685202446,0.00322127936710737,200,0.442
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_uniform",1,1,1000,0.00114148234959977,0.00397351639671049,1000,0.436999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_fixed_primary",1,0,200,0.00187705803244582,0.0162251133064891,200,0.130000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_fixed_primary",2,0.25,200,0.000869024785783272,0.00644161297822536,200,0.130000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_fixed_primary",3,0.5,200,0.000636964506784112,0.00524940924257409,200,0.130000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_fixed_primary",4,0.75,200,0.000582165254987631,0.00353176028265362,200,0.130000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_fixed_primary",5,1,200,0.000531841550140662,0.00306161708844461,200,0.130000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"classical_fixed_uniform",1,1,1000,0.000499683584342605,0.00169659821794741,1000,0.129
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_primary",1,0,200,0.00195397199406033,0.0383021102890909,200,0.449999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_primary",2,0.25,200,0.00104570312816313,0.00737161000457327,200,0.449999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_primary",3,0.5,200,0.000766837422862241,0.00463307107224815,200,0.449999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_primary",4,0.75,200,0.000706316872824751,0.00304179379552063,200,0.449999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_primary",5,1,200,0.000652865949691473,0.00297285306748367,200,0.449999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_uniform",1,1,1000,0.000624408616404969,0.00248473514842208,1000,0.457000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_fixed_primary",1,0,200,0.00171896653282936,0.0282867110133505,200,0.138
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_fixed_primary",2,0.25,200,0.00084119233906728,0.0063019244468851,200,0.138
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_fixed_primary",3,0.5,200,0.000629292819080329,0.00419999930913029,200,0.138
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_fixed_primary",4,0.75,200,0.000577192447258401,0.00288361092353863,200,0.138
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_fixed_primary",5,1,200,0.000528959269309059,0.0030250839876263,200,0.138
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"stress_fixed_uniform",1,1,1000,0.000497572954244277,0.00162040326066033,1000,0.134
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_primary",1,0,200,0.00184163852335087,0.0292495678645455,200,0.537000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_primary",2,0.25,200,0.00103251057149843,0.00525613065232464,200,0.537000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_primary",3,0.5,200,0.00089830469127389,0.00605958715041145,200,0.537000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_primary",4,0.75,200,0.000812863796238681,0.00474676041369907,200,0.537000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_primary",5,1,200,0.000753729594239787,0.00348609096887062,200,0.537000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_uniform",1,1,1000,0.000686238904716964,0.00301678703704463,1000,0.444999999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_fixed_primary",1,0,200,0.00178583976190622,0.0229491636004627,200,0.131
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_fixed_primary",2,0.25,200,0.000818294133117285,0.0145536312754143,200,0.131
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_fixed_primary",3,0.5,200,0.000626176112842576,0.00341648600793681,200,0.131
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_fixed_primary",4,0.75,200,0.000569927172841183,0.00487642961105652,200,0.131
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_fixed_primary",5,1,200,0.000518717834219319,0.00203052648139651,200,0.131
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",16,"full_classical_fixed_uniform",1,1,1000,0.000489145560292751,0.00311480738635281,1000,0.132
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_primary",1,0,200,0.266710904313099,1.17423059696096,200,8.845
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_primary",2,0.25,200,0.000593344159687412,0.0889736909690986,200,8.845
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_primary",3,0.5,200,1.27642908264581e-06,0.0029167901978159,200,8.845
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_primary",4,0.75,200,5.22373203448811e-10,5.09545176817546e-05,200,8.845
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_primary",5,1,200,7.12196876418835e-13,1.63670057389273e-06,200,8.845
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_uniform",1,1,1000,1.08957799880152e-12,3.30753600864515e-06,1000,8.92
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_fixed_primary",1,0,127,55.9525139988956,8.15637910539009e-07,126,1.066
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_fixed_primary",2,0.25,97,63.0547289008257,3.64572444706313e-06,96,1.066
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_fixed_primary",3,0.5,86,68.7918032880397,1.78988656199677e-05,85,1.066
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_fixed_primary",4,0.75,98,73.4765345864863,3.57553824015669e-06,97,1.066
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_fixed_primary",5,1,101,77.3087979142409,4.14779824182396e-06,100,1.066
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"classical_fixed_uniform",1,1,124,77.3087979142409,1.36450417714013e-06,123,0.24799999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_primary",1,0,200,0.231265229272186,1.97369024694689,200,8.77399999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_primary",2,0.25,200,0.000482452921573242,0.0415345892621017,200,8.77399999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_primary",3,0.5,200,9.94308460421921e-07,0.00279116382481471,200,8.77399999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_primary",4,0.75,200,4.05510853012599e-10,4.48985844036965e-05,200,8.77399999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_primary",5,1,200,5.52866864179472e-13,1.44205733826357e-06,200,8.77399999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_uniform",1,1,1000,1.97888262654121e-14,6.59073884672324e-07,1000,8.99199999999999
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_fixed_primary",1,0,110,55.9525139988958,1.23912381022514e-05,109,1.01300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_fixed_primary",2,0.25,95,63.054728900826,9.63285019518959e-06,94,1.01300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_fixed_primary",3,0.5,85,68.7918032880392,1.76392875605324e-06,84,1.01300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_fixed_primary",4,0.75,95,73.4765345864866,3.53987312649583e-07,94,1.01300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_fixed_primary",5,1,101,77.3087979142408,4.14779986023366e-06,100,1.01300000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"stress_fixed_uniform",1,1,64,77.3087979142409,3.96084589040899e-06,63,0.138000000000005
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_primary",1,0,200,0.266710904313099,1.17423059696096,200,8.892
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_primary",2,0.25,200,0.000593344159687412,0.0889736909690986,200,8.892
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_primary",3,0.5,200,1.27642908264581e-06,0.0029167901978159,200,8.892
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_primary",4,0.75,200,5.22373203448811e-10,5.09545176817546e-05,200,8.892
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_primary",5,1,200,7.12196876418835e-13,1.63670057389273e-06,200,8.892
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_uniform",1,1,1000,1.08957799880152e-12,3.30753600864515e-06,1000,8.99800000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_fixed_primary",1,0,127,55.9525139988956,8.15637910539009e-07,126,1.071
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_fixed_primary",2,0.25,97,63.0547289008257,3.64572444706313e-06,96,1.071
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_fixed_primary",3,0.5,86,68.7918032880397,1.78988656199677e-05,85,1.071
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_fixed_primary",4,0.75,98,73.4765345864863,3.57553824015669e-06,97,1.071
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_fixed_primary",5,1,101,77.3087979142409,4.14779824182396e-06,100,1.071
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",239,"full_classical_fixed_uniform",1,1,124,77.3087979142409,1.36450417714013e-06,123,0.248000000000019
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_primary",1,0,200,0.0116285432785878,0.0147290237512659,200,0.945
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_primary",2,0.25,200,0.0123530964810672,0.00295024087837434,200,0.945
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_primary",3,0.5,200,0.0127313411571697,0.00802218442176438,200,0.945
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_primary",4,0.75,200,0.0128885704350633,0.0102263609866583,200,0.945
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_primary",5,1,200,0.0129167558887581,0.00617473089694217,200,0.945
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_uniform",1,1,1000,0.0126830880161773,0.00233480202720639,1000,0.938999999999997
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_fixed_primary",1,0,200,0.00836723095022894,0.00551985728651575,200,0.248000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_fixed_primary",2,0.25,200,0.00877639000724688,0.00824246999648575,200,0.248000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_fixed_primary",3,0.5,200,0.00906881015635255,0.00707225798612445,200,0.248000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_fixed_primary",4,0.75,200,0.00927042911718105,0.00623148140956595,200,0.248000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_fixed_primary",5,1,200,0.0094166596830642,0.0056804675394686,200,0.248000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"classical_fixed_uniform",1,1,1000,0.00939663263670026,0.00211317345216094,1000,0.236000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_primary",1,0,200,0.0102515954323227,0.0106569945521176,200,0.980999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_primary",2,0.25,200,0.0108141894715528,0.0166930515242029,200,0.980999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_primary",3,0.5,200,0.0110887460305739,0.0111136623423655,200,0.980999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_primary",4,0.75,200,0.0111963798204761,0.015133188858073,200,0.980999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_primary",5,1,200,0.0112107768294783,0.0120588001773537,200,0.980999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_uniform",1,1,1000,0.0109942332369043,0.00223225924323923,1000,0.952000000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_fixed_primary",1,0,200,0.00839659856904146,0.0173264256676727,200,0.246000000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_fixed_primary",2,0.25,200,0.0088121866014775,0.00286722052772889,200,0.246000000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_fixed_primary",3,0.5,200,0.00908687842000757,0.00190864814319969,200,0.246000000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_fixed_primary",4,0.75,200,0.00928028298028401,0.0090986576549456,200,0.246000000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_fixed_primary",5,1,200,0.00941946330508068,0.00239826407762411,200,0.246000000000002
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"stress_fixed_uniform",1,1,1000,0.00939824164401342,0.00152385102544925,1000,0.238
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_primary",1,0,200,0.0114775829306078,0.00435843002966785,200,0.971999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_primary",2,0.25,200,0.0122020297866012,0.00315996075591834,200,0.971999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_primary",3,0.5,200,0.0125851852561366,0.0112357426533209,200,0.971999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_primary",4,0.75,200,0.0127473242656734,0.0159348618719569,200,0.971999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_primary",5,1,200,0.0127785276444757,0.018203680638319,200,0.971999999999998
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_uniform",1,1,1000,0.0125498129029068,0.0150605699547374,1000,0.945
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_fixed_primary",1,0,200,0.00833532340888509,0.0104933605721771,200,0.247
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_fixed_primary",2,0.25,200,0.00875110205467837,0.00931245213362056,200,0.247
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_fixed_primary",3,0.5,200,0.00905367819577193,0.00805088805608165,200,0.247
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_fixed_primary",4,0.75,200,0.00926285909346484,0.00118313015695259,200,0.247
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_fixed_primary",5,1,200,0.009413359523883,0.00312679871094627,200,0.247
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",32,"full_classical_fixed_uniform",1,1,1000,0.00939573420386908,0.00134082054335644,1000,0.239000000000001
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_primary",1,0,200,0.00102077373207894,0.0158648968283664,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_primary",2,0.25,200,0.000320158584745132,0.00412697899432179,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_primary",3,0.5,200,0.000173000966956163,0.00241347741887172,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_primary",4,0.75,200,0.00011253963474841,0.00243659587661558,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_primary",5,1,200,7.99215148554042e-05,0.000932974737505818,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_uniform",1,1,1000,6.81661155419101e-05,0.000943440855857666,1000,0.106
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_fixed_primary",1,0,200,0.00419953776099186,0.0130295498272121,200,0.0539999999999994
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_fixed_primary",2,0.25,200,0.00089402623981247,0.0105460948122308,200,0.0539999999999994
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_fixed_primary",3,0.5,200,0.000446902632491295,0.0186352441446217,200,0.0539999999999994
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_fixed_primary",4,0.75,200,0.000210202301408443,0.0037751871774873,200,0.0539999999999994
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_fixed_primary",5,1,200,0.000110965072998803,0.00286350114399771,200,0.0539999999999994
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"classical_fixed_uniform",1,1,1000,8.05070831909076e-05,0.00122960542014364,1000,0.0540000000000003
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_primary",1,0,200,0.000254248227320885,0.00628756448419963,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_primary",2,0.25,200,0.000148041295261241,0.00232803222136599,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_primary",3,0.5,200,9.46813248484052e-05,0.00126076886092502,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_primary",4,0.75,200,6.4013042406803e-05,0.00149592081934723,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_primary",5,1,200,4.54106101649688e-05,0.00143450155532761,200,0.111
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_uniform",1,1,1000,4.19686041858146e-05,0.000777706012879985,1000,0.11
"paraboloid-disk-rep1-n240-r2","paraboloid","disk",1,240,2,"geodesic",4,"stress_fixed_primary",1,0,200,0.00372880264408426,0.0113576840167398,200,0.0640000000000001
