"case","fit","edge_scale","profiled_uniform_energy","energy_after_halving","edge_relative_rmse","final_gradient","elapsed"
"paraboloid-surface_area-rep1-n240-r1","geodesic-k32-full_classical_primary.rds",1.19601905591734,0.00243238932145867,0.000608097330364668,0.00286703071829824,0.000576964223408751,1.151
"paraboloid-surface_area-rep1-n240-r1","geodesic-k32-full_classical_uniform.rds",1.19412576133198,0.00241566586361085,0.000603916465902712,0.00286168788405537,0.00308897040783679,1.222
"paraboloid-surface_area-rep1-n240-r1","geodesic-k32-stress_primary.rds",1.11934469139154,0.00216308206889958,0.000540770517224894,0.0028888604019408,0.00363393017594583,1.124
"paraboloid-surface_area-rep1-n240-r1","geodesic-k32-stress_uniform.rds",1.11773766018346,0.00213473260110361,0.000533683150275903,0.00287399334822564,0.00301235046419897,1.124
"paraboloid-surface_area-rep1-n240-r1","geodesic-k4-classical_primary.rds",1.35692912818297,2.77286620445353e-05,6.93216551113383e-06,0.00193210322154764,0.000600918099253457,0.117
"paraboloid-surface_area-rep1-n240-r1","geodesic-k4-classical_uniform.rds",1.35448839681175,2.23792432799399e-05,5.59481081998496e-06,0.00173888332273274,0.000759934209362789,0.111
"paraboloid-surface_area-rep1-n240-r1","geodesic-k4-full_classical_primary.rds",1.20307880962922,4.95033066306649e-06,1.23758266576662e-06,0.000920759184674041,0.000222850991895462,0.141
"paraboloid-surface_area-rep1-n240-r1","geodesic-k4-full_classical_uniform.rds",1.20241468163636,4.58915173110217e-06,1.14728793277554e-06,0.000887023183174484,0.000317992485009132,0.112
"paraboloid-surface_area-rep1-n240-r1","geodesic-k4-stress_primary.rds",1.26187053771072,1.11734126524424e-05,2.79335316311061e-06,0.00131886745394653,0.000424809199073654,0.127000000000001
"paraboloid-surface_area-rep1-n240-r1","geodesic-k4-stress_uniform.rds",1.26197217615421,1.0154052787689e-05,2.53851319692224e-06,0.00125716696749523,0.000283111698249638,0.117999999999999
