"replicate","k","method","alignment","sample_size","seed","subdivisions","coordinate_relative_rmse","coordinate_rmse","alignment_scale","surface_rms","surface_mc_se","surface_forward_rms","surface_reverse_rms","area","reference_area","zero_area_faces"
1,71,"Stress MDS + edge-KK","rigid",8000,1902,2,0.28751425659232,0.267565622547715,1,0.200287594690958,0.000889358344063733,0.213694974963355,0.185915838081616,7.94941943581137,6.54094176661301,0
1,71,"Stress MDS + edge-KK","similarity",8000,1902,2,0.27544646085013,0.256335128036564,0.921030284392432,0.187925974551047,0.000823527740601295,0.19165887043671,0.184117411465743,6.74346694817109,6.54094176661301,0
1,71,"stress_mds","rigid",8000,1902,2,0.235446722127043,0.219110695690016,1,0.208696568136479,0.000936786560198026,0.215140333242225,0.202047400667053,7.0729293658975,6.54094176661301,0
1,71,"stress_mds","similarity",8000,1902,2,0.220078760363513,0.204809010948244,0.921003734964886,0.191814346298803,0.000861418877842036,0.186402196535302,0.197077923722798,5.99959733873403,6.54094176661301,0
1,71,"classical_kk","rigid",8000,1902,2,0.419580739040318,0.390468921370878,1,0.299516356648578,0.00126184024369846,0.315504617613491,0.28262507331205,7.54820350751163,6.54094176661301,0
1,71,"classical_kk","similarity",8000,1902,2,0.406753013832432,0.378531223665732,0.898714427640376,0.278463355541967,0.00115185455396691,0.276748871756279,0.280167347742399,6.09659054474303,6.54094176661301,0
1,71,"stress_kk","rigid",8000,1902,2,0.289112808933599,0.269053262351872,1,0.198043358025421,0.00087206030122695,0.209406481127541,0.185987281763433,7.91788792936885,6.54094176661301,0
1,71,"stress_kk","similarity",8000,1902,2,0.277384591503481,0.258138785152524,0.921794942360109,0.187048673905885,0.000818601521660936,0.188655220345361,0.185428208901298,6.72787621391474,6.54094176661301,0
1,76,"Original saddle","rigid",8000,1902,2,2.15398845846951e-16,2.0045380346763e-16,1,0.0340896823954885,0.000742813557766188,0.047998405082895,0.00451287061069488,7.30793046452647,6.54094176661301,0
1,76,"Original saddle","similarity",8000,1902,2,2.15398845846951e-16,2.0045380346763e-16,1,0.0340896823954885,0.000742813557766188,0.047998405082895,0.00451287061069488,7.30793046452647,6.54094176661301,0
1,76,"Classical MDS","rigid",8000,1902,2,0.354362029690038,0.32977528907629,1,0.293555867193154,0.00128078685389464,0.281301299292088,0.305318969839138,6.45948559530904,6.54094176661301,0
1,76,"Classical MDS","similarity",8000,1902,2,0.339830818017193,0.316252298099427,0.903512201203243,0.274781026352077,0.00121448012877518,0.242847673904488,0.303371442567326,5.27309963709927,6.54094176661301,0
1,76,"Stress MDS","rigid",8000,1902,2,0.279416704809,0.260029904111712,1,0.238821108799835,0.00103260801105672,0.244496514578023,0.23300750712362,7.04148379175769,6.54094176661301,0
1,76,"Stress MDS","similarity",8000,1902,2,0.263125549623717,0.244869079981337,0.911204944557246,0.220049663421897,0.000952750684197468,0.210669494062879,0.229046006329451,5.84650491900128,6.54094176661301,0
1,76,"Classical MDS + edge-KK","rigid",8000,1902,2,0.392194909282088,0.364983205722918,1,0.283301486118811,0.00124354929958617,0.301981555535005,0.263299457255255,7.64649752233834,6.54094176661301,0
1,76,"Classical MDS + edge-KK","similarity",8000,1902,2,0.380502762896868,0.354102296847097,0.906798210422318,0.262852682195694,0.00112634941151366,0.266562831921855,0.259089408723595,6.28758487953263,6.54094176661301,0
1,76,"Stress MDS + edge-KK","rigid",8000,1902,2,0.281994145515962,0.262428513959835,1,0.196081432300386,0.000874194678423958,0.209075739992978,0.182162540420172,7.95648168819134,6.54094176661301,0
1,76,"Stress MDS + edge-KK","similarity",8000,1902,2,0.270230213224679,0.251480799907556,0.922752388963459,0.184426770586637,0.000816917965192338,0.18795515696441,0.18082955065065,6.77472114795717,6.54094176661301,0
1,80,"Original saddle","rigid",8000,1902,2,2.15398845846951e-16,2.0045380346763e-16,1,0.0340896823954885,0.000742813557766188,0.047998405082895,0.00451287061069488,7.30793046452647,6.54094176661301,0
