"replicate","k","method","run","stage","mix","iterations","budget","hit_budget","final_gradient","final_energy","final_edge_scale","final_edge_rel","accepted_steps","max_energy_increase"
3,80,"stress","primary",5,1,200,200,TRUE,0.061156499320259,0.0168391646838112,1.04330203887039,0.00245738142361985,201,0
4,32,"classical","primary",1,0,200,200,TRUE,0.200572873011085,0.0458968284694103,1.02241796631832,0.0107670692858946,201,0
4,32,"classical","primary",2,0.25,200,200,TRUE,0.0624679214488933,0.031712316857685,1.02372601861771,0.008913779965361,201,0
4,32,"classical","primary",3,0.5,200,200,TRUE,0.0638890180746974,0.0250676624893845,1.02335603376387,0.00790615782721461,201,0
4,32,"classical","primary",4,0.75,200,200,TRUE,0.0141842080606268,0.0165211720336382,1.0235524051783,0.00639964470925023,201,0
4,32,"classical","primary",5,1,200,200,TRUE,0.00997361815667457,0.0116679522372419,1.02355520959846,0.00536349965992094,201,0
4,32,"stress","primary",1,0,200,200,TRUE,0.0908619268384239,0.0351334455741762,1.04382355651279,0.00922715721472378,201,0
4,32,"stress","primary",2,0.25,200,200,TRUE,0.0394215208680606,0.0242086360023704,1.04538966760726,0.00762673438529319,201,0
4,32,"stress","primary",3,0.5,200,200,TRUE,0.0851196183657554,0.0193229275921313,1.04542559770053,0.00679483082551856,201,0
4,32,"stress","primary",4,0.75,200,200,TRUE,0.0538820915317127,0.01359669760066,1.04577701757105,0.00568228675096416,201,0
4,32,"stress","primary",5,1,200,200,TRUE,0.00908301952209856,0.0101538251079087,1.04613897941761,0.00489539414617123,201,0
4,67,"classical","primary",1,0,200,200,TRUE,0.113698097956879,0.119974658066298,1.01394712326517,0.00821613485661057,201,0
4,67,"classical","primary",2,0.25,200,200,TRUE,0.0667419689149748,0.057825910491084,1.01502809039112,0.00567379379856429,201,0
4,67,"classical","primary",3,0.5,200,200,TRUE,0.0321669905863012,0.0328892128411211,1.0152825865262,0.00425988647888529,201,0
4,67,"classical","primary",4,0.75,200,200,TRUE,0.0731999414233216,0.0253833033620738,1.01512870120708,0.00372730017609422,201,0
