"start","initialization","initial_raw_stress","raw_stress","normalized_stress","iterations","converged","termination","backend_stress","warnings","error","replicate","k","selected","elapsed"
3,"random",299176.424426384,861.789925791606,0.000835133516620818,810,TRUE,"stress_tolerance",0.0288986767278511,"","",3,32,FALSE,18.395
4,"random",307637.512319981,859.004835266614,0.000832434572975002,906,TRUE,"stress_tolerance",0.0288519422738751,"","",3,32,FALSE,20.856
5,"random",302754.093809542,851.601717181943,0.000825260444042905,247,TRUE,"stress_tolerance",0.0287273466237813,"","",3,32,TRUE,5.80199999999999
6,"random",300744.906892476,875.342062749122,0.000848266466376132,1000,FALSE,"iteration_limit",0.0291250144442213,"Iteration limit reached! You may want to increase the itmax argument!","",3,32,FALSE,21.056
1,"classical",1301.13127048239,842.378429326317,0.000825020213634023,58,TRUE,"stress_tolerance",0.0287231651047371,"","",3,62,FALSE,2.13300000000004
2,"random",301108.191147007,861.183057283349,0.000843437349726677,305,TRUE,"stress_tolerance",0.0290419928676859,"","",3,62,FALSE,6.85199999999998
3,"random",296214.962155197,855.73597536169,0.000838102511447067,275,TRUE,"stress_tolerance",0.0289500001977038,"","",3,62,FALSE,6.40699999999998
4,"random",304587.827546396,838.931158994498,0.000821643978433075,285,TRUE,"stress_tolerance",0.0286643328621665,"","",3,62,TRUE,6.512
5,"random",299765.594838514,839.109444662132,0.000821818590311155,253,TRUE,"stress_tolerance",0.0286673785043409,"","",3,62,FALSE,5.75399999999996
6,"random",297730.474624201,849.693990228324,0.000832185028648403,251,TRUE,"stress_tolerance",0.0288476173825222,"","",3,62,FALSE,5.76999999999998
1,"classical",1304.28533432278,844.770755576359,0.000828098796921852,59,TRUE,"stress_tolerance",0.0287767058038592,"","",3,67,FALSE,4.831
2,"random",300851.582261257,857.259607087442,0.000840341174919665,304,TRUE,"stress_tolerance",0.0289886387213968,"","",3,67,FALSE,8.584
3,"random",295968.005593268,856.510056268363,0.000839606416847828,273,TRUE,"stress_tolerance",0.0289759627423808,"","",3,67,FALSE,7.735
4,"random",304331.108413143,837.392127649628,0.000820865789779114,283,TRUE,"stress_tolerance",0.0286507554835666,"","",3,67,TRUE,8.058
5,"random",299510.789047168,840.94882634867,0.000824352295312418,256,TRUE,"stress_tolerance",0.0287115359274354,"","",3,67,FALSE,7.322
6,"random",297479.487171268,844.78436285558,0.000828112135654849,246,TRUE,"stress_tolerance",0.0287769375656069,"","",3,67,FALSE,7.079
