"replicate","k","edges","bridges","components_before","graph_seconds","xg_error","xg_profiled_error","fitted_scale","mean_pair_relative_bias","fraction_shorter","coarse_error","sources32_error","sources64_error","fine16_error","fine128_error","medium16_error"
2,15,8568,0,1,0.243,0.0260939951977886,0.0121547204915364,1.02294129538033,0.0246905243678337,0.0210031400320684,0.0260202017766916,0.0250194911524105,0.0262155450093348,0.0244865270053501,NA,0.0244667886974795
2,16,9133,0,1,0.247999999999999,0.0232834622140147,0.0109681012434439,1.02041709815602,0.0218674232614637,0.0230324692677712,0.0232094250170997,0.0224548020527945,0.0234142374913503,0.0222817085379799,NA,0.0222620715163229
2,17,9658,0,1,0.276,0.0219073368946963,0.0106697577185084,1.01901883672344,0.0203066935552273,0.0253624398717263,0.021833906200277,0.0211894298600491,0.0220758915151506,0.0210496921175484,NA,0.0210302882862336
2,18,10176,0,1,0.261000000000001,0.0206192782669511,0.0102716065174016,1.01777259639413,0.0187837904045236,0.0273416622127205,0.0205461996527224,0.0197370477701157,0.0207881457015123,0.0196272788901365,NA,0.01960799723887
2,19,10746,0,1,0.273999999999999,0.0191346701678469,0.00974257218142884,1.01637327748753,0.0172216434094586,0.0295046098343132,0.0190621181442215,0.0182275120220826,0.0192666540286796,0.0182085949332208,NA,0.0181893628501198
2,20,11293,0,1,0.279,0.0174117255809954,0.0089247900386453,1.01487043312228,0.0155921049170205,0.0323272982362373,0.0173395885494295,0.0167368531179663,0.0175798001525327,0.0167256807517049,NA,0.0167065819139547
2,21,11853,0,1,0.303000000000003,0.0162145746516746,0.00858813703125913,1.01367935161819,0.0143661832546911,0.0351833912346339,0.0161433862967673,0.0157569186671161,0.0165503512268829,0.0157826380736512,NA,0.0157637872038536
2,22,12384,0,1,0.323,0.0152576858689204,0.00828141151939034,1.01274581494231,0.013297522151424,0.0383067210048103,0.0151869527097796,0.014833638149528,0.0155003391379529,0.0148385828133493,NA,0.0148198618472551
2,23,12911,0,1,0.312000000000001,0.0143990796452526,0.00807132257044888,1.01185887693701,0.0123760513318759,0.041455104222341,0.0143295898340578,0.0140108148565659,0.014657290041511,0.0140116040870624,NA,0.0139930473855884
2,24,13476,0,1,0.32,0.0132282510205139,0.00737092041629903,1.01092986812158,0.0112898256231576,0.0452047701763763,0.0131586058717725,0.0130748689591731,0.0135362953581481,0.0130938261802116,NA,0.0130753356681733
2,25,14032,0,1,0.329999999999998,0.0122473395003928,0.0068546368972963,1.01010233364797,0.0103736977445264,0.0490212453233565,0.0121777998438739,0.0122482429620761,0.0126869120672708,0.0122872601301482,NA,0.0122688271226861
2,26,14557,0,1,0.334,0.0110650044334045,0.00607993494949283,1.00920786789164,0.00942080465817523,0.0531634152859433,0.0109951198722902,0.0114027011971696,0.0111851214443336,0.0114847225249009,NA,0.0114663242831101
2,27,15099,0,1,0.345000000000002,0.0105521913802015,0.0058737700458762,1.00873169117163,0.00889301632644761,0.0577648984500267,0.0104825576440011,0.0107166392020055,0.0106068547694833,0.0110250449166099,NA,0.0110066245372496
2,28,15667,0,1,0.351999999999997,0.00974465934590562,0.00554779839243848,1.00798042071269,0.00815541059571152,0.0621659540352753,0.00967621800769463,0.00978111522028953,0.00974837894171186,0.00990828464341448,NA,0.00989006891413131
2,29,16222,0,1,0.357000000000003,0.00895290750950565,0.00510728617304212,1.00732710954864,0.00750871533942095,0.0674856360235168,0.0088846827469025,0.00885321141462217,0.00886496939951676,0.0089836097782803,NA,0.00896558899950913
2,30,16769,0,1,0.363,0.00835399699316523,0.00480116553314429,1.00681343449587,0.00695684587644766,0.0734734099412079,0.00828603565823268,0.00823924596990528,0.00824878153699198,0.0084377282572255,NA,0.00841989547456418
2,31,17312,0,1,0.372,0.0078746236874023,0.00464941216359911,1.00633387388511,0.00651292001695416,0.079252405130946,0.0078078422253106,0.00764487763533099,0.00772778488365498,0.0078897582718252,NA,0.00787227145265158
2,32,17870,0,1,0.378,0.0073431223941501,0.00443661991380592,1.00583160414986,0.00602798306521994,0.0874365312667023,0.00727731683461935,0.00715384373444881,0.0072290396210749,0.0074108714138882,NA,0.00739360031423658
2,33,18426,0,1,0.382999999999999,0.00696344397127053,0.00430946430851959,1.0054511508469,0.00562694645307224,0.0978754676643506,0.00689875363000849,0.00670260654991493,0.00680166394495714,0.00691020575911489,NA,0.00689335831814144
2,34,19007,0,1,0.391999999999999,0.00657154450249048,0.0041439211854981,1.00508311864844,0.00522992389769437,0.106243319080706,0.00650777263919184,0.00640495176919423,0.00644623946890433,0.00663100613307752,NA,0.00661441191836158
2,35,19543,0,1,0.402000000000001,0.00628030233940436,0.00400560729009906,1.00482101953313,0.00493538661857334,0.112364711384286,0.00621675138246811,0.00615427339779237,0.00617745198426135,0.00638541380694873,NA,0.0063688592807241
2,36,20110,0,1,0.407,0.00604044670434274,0.00393187839664783,1.0045700877126,0.00468266131365589,0.122043693212186,0.00597781573727648,0.0059235057637087,0.0059585862300602,0.00619709772058743,NA,0.0061808369915198
2,37,20683,0,1,0.412999999999997,0.00569445108146194,0.00375986800614872,1.00426255705538,0.00437333401950499,0.13276656867985,0.00563264749441143,0.00550973271496768,0.0055894496588794,0.00565958329845528,NA,0.00564340654828365
2,38,21217,0,1,0.421000000000003,0.00542357691970618,0.00364406677400515,1.0040036757721,0.0041129501984861,0.142570817744522,0.00536267008857493,0.00529554614089694,0.00535196634573002,0.00548358328039384,NA,0.00546762753102302
2,39,21786,0,1,0.425999999999998,0.00520952320516981,0.00355486755245609,1.00379551553394,0.00387468847838176,0.154061998931053,0.0051491099033283,0.00505959359400423,0.00514888174877922,0.00521399115534631,NA,0.00519826839234448
2,40,22366,0,1,0.432000000000002,0.00487097811854447,0.00336062098415193,1.00351470147164,0.00357697231877755,0.16739043292357,0.00481115204882736,0.00478515351415291,0.00484275540996239,0.00490628986425385,NA,0.00489083253975973
2,41,22921,0,1,0.448,0.00466428698738134,0.00326296080368804,1.00332231809297,0.00335672219981297,0.181052912880812,0.00460513192870013,0.00454323203928925,0.00462719346385749,0.00453733270655261,NA,0.00452170148560025
2,42,23469,0,1,0.438000000000002,0.00448349299401043,0.0031981818312948,1.00313195983371,0.00316097565826117,0.19428948423303,0.0044255107053271,0.00434182302252051,0.00444397874474233,0.00433635090221366,NA,0.00432101846688458
2,43,24025,0,1,0.442999999999998,0.00429174728348095,0.00314205014959636,1.00291358938326,0.00294160224135825,0.209563735970069,0.00423556810814347,0.00418071084848683,0.00424007277338461,0.00419510596011833,NA,0.0041801090463979
2,44,24577,0,1,0.447000000000003,0.00412662288785448,0.00308238878168074,1.00273420350986,0.00275062822957424,0.228136691608765,0.00407175336407427,0.00405082156297161,0.00409018278850613,0.00408137063644496,NA,0.00406665278228473
2,45,25144,0,1,0.453999999999994,0.00387492432690938,0.00293933873421155,1.00251630509602,0.00253048663321632,0.243586317477285,0.0038210774459026,0.00379386135429836,0.00384912912821114,0.00381723403110726,NA,0.00380265889109569
2,46,25735,0,1,0.464000000000006,0.0037266129769076,0.00287010422177644,1.00236877063613,0.00235696291005105,0.256931453768038,0.00367389233981467,0.0036751888682912,0.00370440057862114,0.00367787448287046,NA,0.00366356627379422
2,47,26296,0,1,0.480999999999995,0.00350894845392169,0.00275301985185595,1.00216810991356,0.00216078413755507,0.273358164083378,0.00345796029645221,0.00352292817109132,0.00350961722885604,0.00352595660217675,NA,0.00351208194999883
2,48,26855,0,1,0.485000000000007,0.00333731319842026,0.00266852309606225,1.00199704119826,0.00198060723377264,0.289893439337253,0.00328783092469253,0.00340426651573305,0.00334744774211244,0.0033918402947492,NA,0.00337843700410312
2,49,27418,0,1,0.491999999999997,0.00317430572088382,0.00259309844166505,1.00182414451984,0.00182872321900252,0.303965125601283,0.00312716017287802,0.00326594104314642,0.0031941086309243,0.00327388984475766,NA,0.00326086353819653
2,50,27997,0,1,0.509,0.00305063117606082,0.00253909564364549,1.00168451933082,0.00168577966320769,0.321402324959914,0.00300532619641774,0.00306538955371148,0.00302697115653067,0.00309283230101691,NA,0.00308043870955561
2,51,28564,0,1,0.5,0.00293098062008255,0.00248861906934425,1.00154217564256,0.00154115539174537,0.338530531801176,0.00288775025401736,0.00294765049875617,0.00291284209759718,0.00297328657686615,NA,0.00296135430031987
2,52,29130,0,1,0.506,0.00276663931242676,0.00238608254961576,1.00139463674701,0.00139497339559967,0.353946753073223,0.00272501871299728,0.00277170029778358,0.00274241311567716,0.00272279196113343,NA,0.00271091391011276
2,53,29705,0,1,0.510999999999996,0.00263469282305762,0.00232838124625748,1.00122757023257,0.00124451561396148,0.371885021378942,0.00259664021989903,0.00261423186422822,0.00260842079249431,0.00257278785243015,NA,0.00256177546237706
2,54,30261,0,1,0.541000000000004,0.00255691695979852,0.0022909590343147,1.001130247823,0.0011406866769386,0.384102752538749,0.00252078478233305,0.00253503300060731,0.00252114007337274,0.0025162077542845,NA,0.00250562264538192
2,55,30828,0,1,0.549999999999997,0.00250206537480516,0.00228181002075641,1.00102129022442,0.00103724095930769,0.401197554783538,0.00246910365378523,0.00247979157828693,0.00245766995541294,0.00244902499410521,NA,0.00243933686530739
2,56,31421,0,1,0.527999999999999,0.00240230948370644,0.00222746478208239,1.0008947673294,0.000905257216709751,0.415945684126136,0.00237233784945976,0.00239836066295752,0.00237639656722647,0.00235427275113977,NA,0.00234537312091141
2,57,32006,0,1,0.539000000000001,0.00232603223533236,0.0021878960210477,1.0007848693187,0.000797839893527336,0.431144775521112,0.00229932868946721,0.00231698324900873,0.00230141453857263,0.00225213837753789,NA,0.00224439549272265
2,58,32564,0,1,0.541000000000004,0.00227484518948057,0.0021684336997123,1.00068292849583,0.00069690569028514,0.448247928915019,0.00225141669408502,0.00222319995166462,0.00223591681882935,0.00220676591022757,NA,0.00219958212657616
2,59,33134,0,1,0.542999999999999,0.00222832633430023,0.00214678018117221,1.00059271262744,0.000606659425104238,0.462110836451096,0.00220784240671353,0.00217936086397953,0.00218541268870611,0.00216416459698701,NA,0.00215793468119161
2,60,33707,0,1,0.556000000000004,0.0021802295418932,0.00212133771557224,1.00049883508571,0.000510242533898407,0.476925774986638,0.0021630416296767,0.00212171575968352,0.00214469172959418,0.00213073890466924,NA,0.00212527173543831
2,61,34282,0,1,0.564,0.00214609025647928,0.0021059389770475,1.00040877603474,0.000418884923225771,0.491106026189204,0.00213212512772298,0.00208992629055994,0.0021125337847161,0.00211385241830176,NA,0.00210911220889254
2,62,34857,0,1,0.564,0.00209354617255006,0.00206936280330069,1.00031303632049,0.000321064494937799,0.50266401656868,0.00208303027161714,0.00204938874940672,0.00207261655967917,0.00205296658970436,NA,0.00204928689362853
2,63,35425,0,1,0.578999999999994,0.00206775739810167,0.00205656001234042,1.00021071072332,0.000222265920181813,0.519249398717263,0.00206122268101667,0.00201943342945862,0.00204343186345102,0.00201625237443738,NA,0.00201361629655343
2,64,35973,0,1,0.581000000000003,0.00206587404813228,0.00206026512729784,1.00014794306169,0.000157541618925409,0.531341862640299,0.0020616681627886,0.00201247700564251,0.0020430477425174,0.0020149390206533,NA,0.002013050111679
2,65,36525,0,1,0.582000000000001,0.00206092940511671,0.00205895590450945,1.00008602994476,9.30704597178072e-05,0.540803714591128,0.00205913152733978,0.00198506789572955,0.00203075792417412,0.0020007444056565,NA,0.00199949250114511
2,66,37101,0,1,0.593000000000004,0.00206536374730772,0.00206534848932865,1.00000474666702,1.43878679750056e-05,0.551083979155532,0.00206699210773579,0.00197589600532984,0.00202978576302199,0.00199231140609778,NA,0.00199193997657254
2,67,37677,0,1,0.595999999999997,0.00205911343362245,0.00205813639996425,0.999932198240504,-5.88228616404208e-05,0.562575160342063,0.00206358711646138,0.00195788734492958,0.00201363161190652,0.00199334649719863,NA,0.0019940800540701
2,68,38255,0,1,0.606000000000002,0.00204983829757432,0.00204532182899336,0.999859753878586,-0.000132299927560785,0.572588188134687,0.00205718348122282,0.00195936491490843,0.00200509173647791,0.00199000830818746,NA,0.00199154135685455
2,69,38817,0,1,0.609999999999999,0.00205544558305976,0.002044035379012,0.999779504635055,-0.000209189269470522,0.584421766435061,0.0020659413556298,0.00197913472537173,0.00202080139379177,0.00200597556567746,NA,0.00200813722633339
2,70,39409,0,1,0.616999999999997,0.00204721002303402,0.00202614193123888,0.999702919931428,-0.000282921039791295,0.594743786745056,0.00206084625618973,0.00198312445511194,0.00200805266211436,0.00200868361353672,NA,0.00201176550878987
2,71,39996,0,1,0.623000000000005,0.00206466543008596,0.0020323077585809,0.999631747476931,-0.000351395618151507,0.607487640299305,0.00208087412465752,0.00200281231514863,0.00202410069033988,0.00201746983115589,NA,0.00202117082366254
2,72,40577,0,1,0.638999999999996,0.00208070506867868,0.00203596299479584,0.999566664138913,-0.00041737228633545,0.616556988241582,0.0020993708648796,0.00202167328287513,0.00204289063487671,0.00203471962707609,NA,0.00203907241455342
2,73,41161,0,1,0.641000000000005,0.00209613075811434,0.00203256714811579,0.999483569042084,-0.00049429224198686,0.626085649385355,0.00211804162219004,0.00204143511278162,0.00206883461350718,0.00204133037247203,NA,0.00204636764179679
2,74,41731,0,1,0.652000000000001,0.00210558016987272,0.0020286730990535,0.999431997157499,-0.000547196204701606,0.632599545697488,0.00212941731336604,0.00205071169230199,0.00208053229676197,0.002047180001761,NA,0.00205269844810659
2,75,42301,0,1,0.645999999999994,0.00210375027136822,0.00200988869942136,0.999374568877522,-0.000602085651278214,0.641510221806521,0.00212989261225619,0.00205177204690996,0.0020789791730081,0.0020605249751681,NA,0.00206659033596323
2,76,42870,0,1,0.657000000000004,0.00214726467933706,0.0020318652184873,0.999301404557985,-0.000671661903160599,0.649218332442544,0.00217576947264952,0.00209730131984033,0.00211532411965751,0.00209192103465683,NA,0.00209845608215328
2,77,43431,0,1,0.659999999999997,0.00217243642693556,0.00203338983942703,0.99923112978894,-0.000741871182679421,0.65895577231427,0.00220312890036998,0.00213562249173795,0.0021509176680447,0.0021189194048226,NA,0.00212606411920475
2,78,44003,0,1,0.664999999999999,0.002199531041392,0.00203192957550062,0.999153723358439,-0.000819455373066486,0.67058892303581,0.00223251089316125,0.00216108559572296,0.00217867110168726,0.0021603713440426,NA,0.00216843944202779
2,79,44587,0,1,0.676000000000002,0.00223646685984005,0.00204201336690664,0.999083701182341,-0.000884153197453235,0.678906667557456,0.00227138590226612,0.00219697975099032,0.0022125184467847,0.00218351965937245,NA,0.00219202147693866
2,80,45188,0,1,0.679000000000002,0.00229168523395202,0.00206912454345599,0.999010549208724,-0.000956901522325719,0.686940473009086,0.00232834511061239,0.00223801762361139,0.00226532583707763,0.00223689056288081,NA,0.00224611633191838
3,3,1866,3,4,0.884,0.947336776021688,0.355725071706803,1.72249722327683,0.889315803199846,0.00369120791020844,0.947199107347381,0.984286547793397,0.978765769376782,0.986683681739072,NA,0.986647043477304
3,4,2416,0,1,0.149999999999999,0.307756913856873,0.118836452948513,1.26832240783673,0.317140890773684,0.00500233832175307,0.307662071097984,0.306158647458486,0.31806028577434,0.282027967171254,NA,0.282003403856845
3,5,2985,0,1,0.161999999999999,0.194849433624304,0.0765291948286552,1.17294126488767,0.197161209897308,0.00612139230358097,0.194763109282803,0.196306920919898,0.200914913871725,0.18359307951617,NA,0.183570431442331
3,6,3530,0,1,0.173000000000002,0.12612882578595,0.0493163701714092,1.11354606188464,0.129810493070045,0.00740746926777125,0.126047241537359,0.129009210306443,0.127896281612725,0.129412764499766,NA,0.129391409334235
3,7,4074,0,1,0.18,0.089964381696474,0.0332698226378785,1.08244197255087,0.0916426546838424,0.00884386691608765,0.0898845805930441,0.0895839849654619,0.0910488149421382,0.0896312298398917,NA,0.0896102714956828
3,8,4627,0,1,0.189,0.0709530646673216,0.0278582746221048,1.06445911881565,0.0724565205607731,0.0102635622661678,0.0708756620087242,0.0727292817122998,0.0725706805010984,0.0711899274229763,NA,0.0711695835097189
3,9,5188,0,1,0.196999999999999,0.0604250886161461,0.025248507517595,1.05424634182341,0.0603730553957727,0.0117250133618386,0.0603487288428302,0.063442133759813,0.0624191749354463,0.0615142788306069,NA,0.0614940267144576
3,10,5716,0,1,0.202000000000002,0.0505763035578049,0.0211755303571892,1.04547363116958,0.050337753266487,0.0127689070016034,0.0505009381632614,0.051722205755028,0.0514371042126436,0.0510669782015201,NA,0.0510467759159222
3,11,6256,0,1,0.212,0.0422343849190388,0.0175961416321571,1.03808003526184,0.0415199543201249,0.0143138695884554,0.042158767798586,0.0425634272521858,0.0427016003048038,0.0422322700367443,NA,0.0422121431026697
3,12,6794,0,1,0.216999999999999,0.0365941674084164,0.015623729318635,1.03284409086895,0.0355628120143587,0.0157920229823624,0.0365188572522194,0.037215564696371,0.0369128500222,0.0371096665186575,NA,0.0370897756741826
3,13,7340,0,1,0.227999999999998,0.0313974558637832,0.0135681417037323,1.02812834096108,0.0305053665696678,0.0174455505077499,0.0313229174377101,0.0319720632375946,0.0315839153415416,0.0320983618393528,NA,0.0320787173624313
3,14,7879,0,1,0.233000000000001,0.028159991781089,0.0125885533573576,1.02502960675891,0.0271393723555213,0.0190155665419562,0.0280864871900029,0.02838913069515,0.0281655477159169,0.0281549014847722,NA,0.0281355704435155
3,15,8428,0,1,0.246000000000002,0.0246294819732154,0.0109589290777488,1.02193596429849,0.0236472684051638,0.0207943613041154,0.0245557483157367,0.0246740207335615,0.0244900021192198,0.0242755522943508,NA,0.0242561174216677
3,16,8970,0,1,0.254999999999999,0.0218805733997664,0.0100835701389189,1.01931618726089,0.0209013517819687,0.0226483164083378,0.0218078722694686,0.0219874314266392,0.0219290000991433,0.021613744399114,NA,0.0215945608194206
3,17,9518,0,1,0.271999999999998,0.0194438202598713,0.00936137732135348,1.01695376279262,0.0184588647925267,0.0250785008017103,0.0193723041986365,0.0195488282946053,0.0195615601601179,0.0193178216050404,NA,0.0192989200425183
3,18,10057,0,1,0.262,0.017851102229482,0.0089678358346429,1.01535419094963,0.0167053135093201,0.027517036344201,0.0177806966734361,0.01771425136372,0.0179135646821701,0.0178630686666643,NA,0.0178443650069116
3,19,10623,0,1,0.276,0.0164191753070436,0.0083842757971541,1.01404651336496,0.0152409961427512,0.0296465793693212,0.0163492968423996,0.0163264297594066,0.0164867861345906,0.0164553092427061,NA,0.0164367579042306
3,20,11178,0,1,0.280000000000001,0.0150220729714037,0.00751078946718416,1.01295298600832,0.0138412618673702,0.0321853287012293,0.0149512695975206,0.0149077149028553,0.0151437743380164,0.0152922651454964,NA,0.015273337266421
3,21,11716,0,1,0.307000000000002,0.0138481561851392,0.00697700436610561,1.01191327361891,0.0125866308567825,0.0348660475681454,0.0137773928877489,0.0137704815258602,0.013992667750916,0.0140605434903273,NA,0.0140416769409065
3,22,12282,0,1,0.306999999999999,0.0128832209795296,0.00660993651526819,1.01101446095588,0.0115783934986875,0.0380895911277392,0.0128129723023691,0.0126896840637072,0.0129677621130762,0.0130171975471773,NA,0.0129984273774747
3,23,12817,0,1,0.314,0.0120473363350943,0.0062605143463346,1.01025360384713,0.0107416586576116,0.0412379743452699,0.0119774109880586,0.0118493628697715,0.0119978244727692,0.0120768903297844,NA,0.0120580989913715
3,24,13363,0,1,0.322000000000003,0.0111402920151737,0.00594772968005541,1.00938421866267,0.00986910118259393,0.0449959914484233,0.011071511655311,0.0109719925984312,0.0110910171818765,0.0111424926282215,NA,0.0111239334011874
3,25,13917,0,1,0.326999999999998,0.010536560797905,0.00576740640876903,1.008784598233,0.00919032552788679,0.0495974746125067,0.0104684002704552,0.010379768037331,0.0104485297529238,0.01049797871225,NA,0.0104796580059742
3,26,14467,0,1,0.335000000000001,0.00991189072183347,0.00548729649826248,1.00822422327858,0.00856672549241633,0.0536895376803848,0.00984386100415054,0.00984998058310251,0.00986282739904527,0.00996414323640943,NA,0.00994588091398294
3,27,15008,0,1,0.344999999999999,0.00937800321364631,0.00528062072737273,1.00772202496736,0.00803611723626426,0.0573807455905933,0.00931057956179847,0.00928501747521222,0.00927384061613117,0.00936703115427867,NA,0.00934902003353085
3,28,15552,0,1,0.350999999999999,0.00889684158664362,0.00513505607510668,1.00723891184498,0.00750255884388866,0.062291221272047,0.00883023666033284,0.00884650928996514,0.00882592059055562,0.00888815620557877,NA,0.00887043694695925
3,29,16096,0,1,0.355000000000004,0.00851341430554588,0.0050311633823547,1.00684237068705,0.00708479786413411,0.0683708578300374,0.00844763632338637,0.00854675575493726,0.00848263560330315,0.00865313802643139,NA,0.0086356107814512
3,30,16611,0,1,0.367999999999995,0.00808967984182365,0.00486597173880989,1.00643889285651,0.00667510426985817,0.0752772581507215,0.00802463686156657,0.00806804369317704,0.00807242212280836,0.00814446047131659,NA,0.00812721338542155
3,31,17171,0,1,0.372,0.00757399892514412,0.00466096601289299,1.00594824682381,0.00620894279609368,0.08305217797969,0.00751005470869678,0.00756339261135624,0.00759702063036863,0.00758499500724688,NA,0.00756807550540857
3,32,17711,0,1,0.374000000000002,0.00700880041578622,0.00441937580983342,1.00542034120748,0.00567069336812366,0.0916288081239979,0.00694621273483266,0.00711000492104488,0.00708030499871118,0.00710118478775361,NA,0.00708462907646836
3,33,18249,0,1,0.383000000000003,0.0066559852313702,0.00423526196267561,1.00511670447598,0.00532603150819091,0.0985686130411545,0.00659367133046653,0.00678209851948679,0.00673779578087284,0.00677465725304454,NA,0.00675820042024525
3,34,18792,0,1,0.393999999999998,0.00635919348363435,0.00411331636127935,1.00483280859716,0.00502395819254625,0.10795530464992,0.00629751516389101,0.00638295844909013,0.00641278116844618,0.00633757307619383,NA,0.00632124789829629
3,35,19332,0,1,0.396999999999998,0.00610396239794013,0.00405489373226236,1.00454602694034,0.00472852998425342,0.118853554249065,0.0060435249743876,0.00614870965848298,0.0061650202854387,0.00611228792917382,NA,0.00609626516598329
3,36,19845,0,1,0.421999999999997,0.00585207612335765,0.00393783329417934,1.00431349056246,0.00447151259855004,0.127613909673971,0.00579197475221291,0.00590063943447512,0.00587854984549202,0.00585434943453547,NA,0.00583842913929237
3,37,20385,0,1,0.413000000000004,0.00551725668790025,0.00378301302599961,1.0040017701654,0.00413828401656077,0.140741916087654,0.00545795538552189,0.00558757345093253,0.00555792909358033,0.00551229035528947,NA,0.00549666062529746
3,38,20937,0,1,0.423000000000002,0.00528414464631513,0.00370007487384671,1.00375879199393,0.00388637678797241,0.151940807055051,0.00522598232741637,0.00531379254318428,0.00530800056894038,0.00525517484281363,NA,0.00523985401234889
3,39,21488,0,1,0.427,0.00486586563498346,0.00343916155897147,1.00343038321042,0.00355164214526242,0.164801576696954,0.00480838160071077,0.00495360587395856,0.00494159269694316,0.00503577215469445,NA,0.00502057246095456
3,40,22031,0,1,0.430999999999997,0.00459853421854109,0.0033093718444635,1.00318194392433,0.00327819888198203,0.178923369855692,0.0045420034315262,0.00466710639931026,0.00465672432213575,0.00480202582674689,NA,0.00478715414733847
3,41,22593,0,1,0.427999999999997,0.00434454157838528,0.00315462501888793,1.00297725327874,0.00304661578894648,0.190130611972207,0.00428832334808173,0.00436511049354785,0.00436890929415463,0.00445455056380889,NA,0.00443978237821713
3,42,23151,0,1,0.427999999999997,0.00415671513756329,0.00308277249245882,1.00277883139784,0.00283610140178868,0.206331841261358,0.00410186676172081,0.00413833072589144,0.00417016015888126,0.00417721891850919,NA,0.00416283948683239
3,43,23710,0,1,0.438000000000002,0.00398526889778823,0.00301925434218701,1.00259213250606,0.00264143408166747,0.221297100481026,0.00393210620530887,0.00398773845453582,0.0040089403197078,0.00402477562466737,NA,0.00401067689844901
3,44,24268,0,1,0.459000000000003,0.00384071664041594,0.0029551974851936,1.00244441503445,0.00248449981466826,0.233539885088188,0.00378855591318692,0.00381252215181857,0.00384687787315303,0.00387466001546976,NA,0.00386079480393871
3,45,24823,0,1,0.447999999999993,0.0036937590721551,0.00290581570768201,1.00227193314892,0.00231006303201205,0.250584580438268,0.00364342556643507,0.00367610374262193,0.00370191853536008,0.00375134984232365,NA,0.0037380022016726
3,46,25403,0,1,0.459000000000003,0.00356883558530507,0.00286301524882356,1.00212247472379,0.00215689734221223,0.267336985569214,0.00352037349118314,0.0035603927695151,0.00358151671274168,0.00362992372502002,NA,0.00361702906776235
3,47,25956,0,1,0.459999999999994,0.0034098443974216,0.00278505302634787,1.00195961452569,0.00198679670444674,0.285175040085516,0.00336305863066326,0.00341045024353895,0.00341913037953392,0.00348347753358226,NA,0.00347092094243803
3,48,26502,0,1,0.478999999999999,0.00329885500828425,0.00273307547535701,1.00183989959596,0.00186333260963199,0.297267504008552,0.00325356481872746,0.00329489216824086,0.00330417785706907,0.00338607737829701,NA,0.00337383859241362
3,49,27046,0,1,0.477000000000004,0.0032356128914957,0.00272511683806732,1.00173698244777,0.00176365940354164,0.311280732228755,0.00319206652807243,0.0031932873905393,0.00322464446736527,0.00324596136911983,NA,0.00323398554012448
3,50,27599,0,1,0.483000000000004,0.00314779182197669,0.00270241061047877,1.00160688554208,0.00162878536722086,0.331582375734901,0.00310635288099263,0.003099087623309,0.00313462700159005,0.00314919780224149,NA,0.00313782650587567
3,51,28127,0,1,0.491,0.00306024804252906,0.00267525798611804,1.00147882696512,0.00149429039642167,0.34814270443613,0.00302121003617436,0.00303003874388756,0.00303688300455521,0.00307140603687655,NA,0.00306071106550032
3,52,28676,0,1,0.497,0.00296798005194419,0.00263907909029109,1.00135104959818,0.00137577088753366,0.362940940673437,0.00293156392418013,0.00295397050204187,0.00296425526846572,0.00302828567120463,NA,0.00301809714389935
3,53,29257,0,1,0.501000000000005,0.00289427198873783,0.002612273844362,1.00123931879104,0.0012611156749746,0.379183925708177,0.00286013525567931,0.00288731240731681,0.0028839275595069,0.00296019045753306,NA,0.00295054971726564
3,54,29812,0,1,0.501999999999995,0.00277267954217225,0.00255057103749972,1.00108086478495,0.00110763188318245,0.398500133618386,0.00274181777239221,0.00276720771292379,0.00277863944428803,0.00281775278632876,NA,0.00280902727454218
3,55,30365,0,1,0.512,0.00268678248520052,0.0025087361965282,1.00095551531113,0.000977545346784553,0.414743118653127,0.00265887375038901,0.00268732697713439,0.0026817472915576,0.00271816603845691,NA,0.00271041452807082
3,56,30942,0,1,0.515000000000001,0.00262585750842992,0.0024866990339076,1.00083731468107,0.000858527212173987,0.43186297434527,0.00260103627813978,0.00260811046981838,0.00261493521841936,0.00265555592078954,NA,0.00264857331138214
3,57,31502,0,1,0.528000000000006,0.00252196676783531,0.00241241440855362,1.0007294379478,0.000749565414135463,0.444949225013362,0.00249976013725578,0.00251256289749366,0.00253911988685283,0.00254399996928449,NA,0.00253762112860975
3,58,32061,0,1,0.528999999999996,0.00243251029817163,0.0023527439571768,1.00061230825572,0.000632896873444915,0.460941675574559,0.00241321104525115,0.00241569709397819,0.00244615737253237,0.00238939509505634,NA,0.00238357827459774
3,59,32624,0,1,0.536000000000001,0.00234746812802061,0.00229401609667417,1.00049285713035,0.000518343669038656,0.475706507215393,0.00233193420354182,0.00235464355269565,0.00238009615793843,0.00232006278857268,NA,0.00231540959575974
3,60,33189,0,1,0.549999999999997,0.00232430293238266,0.00228730061539836,1.00040788629835,0.00042867338526965,0.488233230892571,0.00231176406896431,0.00234788318455558,0.00236255036455898,0.00231381492492482,NA,0.00230964762235437
3,61,33759,0,1,0.551000000000002,0.00230048651760502,0.00227655461261151,1.00032582126231,0.000347176196361521,0.500342397113843,0.00229064543424579,0.00232060001889452,0.00233736113193373,0.00229413078769259,NA,0.00229078244216603
3,62,34319,0,1,0.569999999999993,0.00221546133314776,0.00220682036483097,1.0001906710813,0.000225605636954146,0.516176175841796,0.00221015579762292,0.00216148838589121,0.00222017473939643,0.00204419301734804,NA,0.00204277080816549
3,63,34867,0,1,0.569000000000003,0.00216943643212537,0.00216737159629533,1.00009004860853,0.000128108077451093,0.529003540887226,0.00216802356324974,0.00211266401662887,0.00216102195101182,0.0020134081657915,NA,0.00201302804087296
